"","participant","figure2","agegroup","textbox_comp.text","Type","Time","total_ss_answer","label2","type","accurate"
"2381","419409","resources/real_fg_memory_images/fg26.jpg","Young",0,"artificial","Post",27,"Scam","artificial",1
"2382","419409","resources/real_fg_memory_images/fg26.jpg","Young",0,"artificial","Pre",27,"Scam","artificial",1
"2383","419409","resources/real_fg_memory_images/fg27.jpg","Young",0,"artificial","Post",27,"Scam","artificial",1
"2384","419409","resources/real_fg_memory_images/fg27.jpg","Young",5,"artificial","Pre",27,"Scam","artificial",1
"2385","419409","resources/real_fg_memory_images/fg28.jpg","Young",8,"artificial","Pre",27,"Scam","artificial",0
"2386","419409","resources/real_fg_memory_images/fg28.jpg","Young",8,"artificial","Post",27,"Scam","artificial",0
"2387","419409","resources/real_fg_memory_images/fg29.jpg","Young",1,"artificial","Pre",27,"Scam","artificial",1
"2388","419409","resources/real_fg_memory_images/fg29.jpg","Young",0,"artificial","Post",27,"Scam","artificial",1
"2389","419409","resources/real_fg_memory_images/fg30.jpg","Young",1,"artificial","Pre",27,"Scam","artificial",0
"2390","419409","resources/real_fg_memory_images/fg30.jpg","Young",0,"artificial","Post",27,"Scam","artificial",0
"2391","419409","resources/real_fg_memory_images/fg31.jpg","Young",0,"artificial","Pre",27,"None",NA,NA
"2392","419409","resources/real_fg_memory_images/fg31.jpg","Young",0,"artificial","Post",27,"None",NA,NA
"2393","419409","resources/real_fg_memory_images/fg32.jpg","Young",2,"artificial","Pre",27,"None",NA,NA
"2394","419409","resources/real_fg_memory_images/fg32.jpg","Young",1,"artificial","Post",27,"None",NA,NA
"2395","419409","resources/real_fg_memory_images/fg33.jpg","Young",0,"artificial","Pre",27,"None",NA,NA
"2396","419409","resources/real_fg_memory_images/fg33.jpg","Young",2,"artificial","Post",27,"None",NA,NA
"2397","419409","resources/real_fg_memory_images/fg34.jpg","Young",1,"artificial","Pre",27,"None",NA,NA
"2398","419409","resources/real_fg_memory_images/fg34.jpg","Young",1,"artificial","Post",27,"None",NA,NA
"2399","419409","resources/real_fg_memory_images/fg35.jpg","Young",2,"artificial","Pre",27,"None",NA,NA
"2400","419409","resources/real_fg_memory_images/fg35.jpg","Young",0,"artificial","Post",27,"None",NA,NA
"2401","419409","resources/real_fg_memory_images/fg36.jpg","Young",0,"artificial","Post",27,"None",NA,NA
"2402","419409","resources/real_fg_memory_images/fg36.jpg","Young",0,"artificial","Pre",27,"None",NA,NA
"2403","419409","resources/real_fg_memory_images/orig1.jpg","Young",0,"real","Pre",27,"Neutral","real",0
"2404","419409","resources/real_fg_memory_images/orig1.jpg","Young",4,"real","Post",27,"Neutral","real",0
"2405","419409","resources/real_fg_memory_images/orig10.jpg","Young",9,"real","Post",27,"Scam","real",1
"2406","419409","resources/real_fg_memory_images/orig10.jpg","Young",5,"real","Pre",27,"Scam","real",1
"2407","419409","resources/real_fg_memory_images/orig11.jpg","Young",7,"real","Post",27,"Scam","real",1
"2408","419409","resources/real_fg_memory_images/orig11.jpg","Young",7,"real","Pre",27,"Scam","real",1
"2409","419409","resources/real_fg_memory_images/orig12.jpg","Young",1,"real","Pre",27,"Scam","real",1
"2410","419409","resources/real_fg_memory_images/orig12.jpg","Young",3,"real","Post",27,"Scam","real",1
"2411","419409","resources/real_fg_memory_images/orig13.jpg","Young",6,"real","Post",27,"None",NA,NA
"2412","419409","resources/real_fg_memory_images/orig13.jpg","Young",0,"real","Pre",27,"None",NA,NA
"2413","419409","resources/real_fg_memory_images/orig14.jpg","Young",5,"real","Pre",27,"None",NA,NA
"2414","419409","resources/real_fg_memory_images/orig14.jpg","Young",9,"real","Post",27,"None",NA,NA
"2415","419409","resources/real_fg_memory_images/orig15.jpg","Young",6,"real","Pre",27,"None",NA,NA
"2416","419409","resources/real_fg_memory_images/orig15.jpg","Young",7,"real","Post",27,"None",NA,NA
"2417","419409","resources/real_fg_memory_images/orig16.jpg","Young",9,"real","Post",27,"None",NA,NA
"2418","419409","resources/real_fg_memory_images/orig16.jpg","Young",8,"real","Pre",27,"None",NA,NA
"2419","419409","resources/real_fg_memory_images/orig17.jpg","Young",5,"real","Post",27,"None",NA,NA
"2420","419409","resources/real_fg_memory_images/orig17.jpg","Young",0,"real","Pre",27,"None",NA,NA
"2421","419409","resources/real_fg_memory_images/orig18.jpg","Young",4,"real","Pre",27,"None",NA,NA
"2422","419409","resources/real_fg_memory_images/orig18.jpg","Young",9,"real","Post",27,"None",NA,NA
"2423","419409","resources/real_fg_memory_images/orig2.jpg","Young",6,"real","Pre",27,"Neutral","real",1
"2424","419409","resources/real_fg_memory_images/orig2.jpg","Young",8,"real","Post",27,"Neutral","real",1
"2425","419409","resources/real_fg_memory_images/orig3.jpg","Young",8,"real","Pre",27,"Neutral","real",1
"2426","419409","resources/real_fg_memory_images/orig3.jpg","Young",7,"real","Post",27,"Neutral","real",1
"2427","419409","resources/real_fg_memory_images/orig4.jpg","Young",9,"real","Post",27,"Neutral","real",1
"2428","419409","resources/real_fg_memory_images/orig4.jpg","Young",3,"real","Pre",27,"Neutral","real",1
"2429","419409","resources/real_fg_memory_images/orig5.jpg","Young",1,"real","Pre",27,"Neutral","real",1
"2430","419409","resources/real_fg_memory_images/orig5.jpg","Young",2,"real","Post",27,"Neutral","real",1
"2431","419409","resources/real_fg_memory_images/orig6.jpg","Young",7,"real","Post",27,"Neutral","real",1
"2432","419409","resources/real_fg_memory_images/orig6.jpg","Young",4,"real","Pre",27,"Neutral","real",1
"2433","419409","resources/real_fg_memory_images/orig7.jpg","Young",5,"real","Post",27,"Scam","real",1
"2434","419409","resources/real_fg_memory_images/orig7.jpg","Young",7,"real","Pre",27,"Scam","real",1
"2435","419409","resources/real_fg_memory_images/orig8.jpg","Young",7,"real","Pre",27,"Scam","real",1
"2436","419409","resources/real_fg_memory_images/orig8.jpg","Young",7,"real","Post",27,"Scam","real",1
"2437","419409","resources/real_fg_memory_images/orig9.jpg","Young",3,"real","Post",27,"Scam","real",0
"2438","419409","resources/real_fg_memory_images/orig9.jpg","Young",1,"real","Pre",27,"Scam","real",0
"2439","422657","resources/real_fg_memory_images/fg1.jpg","Young",1,"artificial","Post",24,"Scam","artificial",1
"2440","422657","resources/real_fg_memory_images/fg1.jpg","Young",4,"artificial","Pre",24,"Scam","artificial",1
"2441","422657","resources/real_fg_memory_images/fg10.jpg","Young",6,"artificial","Pre",24,"Neutral","artificial",1
"2442","422657","resources/real_fg_memory_images/fg10.jpg","Young",3,"artificial","Post",24,"Neutral","artificial",1
"2443","422657","resources/real_fg_memory_images/fg11.jpg","Young",4,"artificial","Pre",24,"Neutral","artificial",1
"2444","422657","resources/real_fg_memory_images/fg11.jpg","Young",7,"artificial","Post",24,"Neutral","artificial",1
"2445","422657","resources/real_fg_memory_images/fg12.jpg","Young",1,"artificial","Post",24,"Neutral","artificial",0
"2446","422657","resources/real_fg_memory_images/fg12.jpg","Young",2,"artificial","Pre",24,"Neutral","artificial",0
"2447","422657","resources/real_fg_memory_images/fg13.jpg","Young",3,"artificial","Pre",24,"None",NA,NA
"2448","422657","resources/real_fg_memory_images/fg13.jpg","Young",4,"artificial","Post",24,"None",NA,NA
"2449","422657","resources/real_fg_memory_images/fg14.jpg","Young",6,"artificial","Pre",24,"None",NA,NA
"2450","422657","resources/real_fg_memory_images/fg14.jpg","Young",5,"artificial","Post",24,"None",NA,NA
"2451","422657","resources/real_fg_memory_images/fg15.jpg","Young",5,"artificial","Pre",24,"None",NA,NA
"2452","422657","resources/real_fg_memory_images/fg15.jpg","Young",4,"artificial","Post",24,"None",NA,NA
"2453","422657","resources/real_fg_memory_images/fg16.jpg","Young",6,"artificial","Pre",24,"None",NA,NA
"2454","422657","resources/real_fg_memory_images/fg16.jpg","Young",6,"artificial","Post",24,"None",NA,NA
"2455","422657","resources/real_fg_memory_images/fg17.jpg","Young",7,"artificial","Pre",24,"None",NA,NA
"2456","422657","resources/real_fg_memory_images/fg17.jpg","Young",4,"artificial","Post",24,"None",NA,NA
"2457","422657","resources/real_fg_memory_images/fg18.jpg","Young",4,"artificial","Pre",24,"None",NA,NA
"2458","422657","resources/real_fg_memory_images/fg18.jpg","Young",5,"artificial","Post",24,"None",NA,NA
"2459","422657","resources/real_fg_memory_images/fg2.jpg","Young",5,"artificial","Post",24,"Scam","artificial",0
"2460","422657","resources/real_fg_memory_images/fg2.jpg","Young",6,"artificial","Pre",24,"Scam","artificial",0
"2461","422657","resources/real_fg_memory_images/fg3.jpg","Young",3,"artificial","Post",24,"Scam","artificial",1
"2462","422657","resources/real_fg_memory_images/fg3.jpg","Young",5,"artificial","Pre",24,"Scam","artificial",1
"2463","422657","resources/real_fg_memory_images/fg4.jpg","Young",2,"artificial","Post",24,"Scam","artificial",1
"2464","422657","resources/real_fg_memory_images/fg4.jpg","Young",8,"artificial","Pre",24,"Scam","artificial",1
"2465","422657","resources/real_fg_memory_images/fg5.jpg","Young",6,"artificial","Pre",24,"Scam","artificial",1
"2466","422657","resources/real_fg_memory_images/fg5.jpg","Young",0,"artificial","Post",24,"Scam","artificial",1
"2467","422657","resources/real_fg_memory_images/fg6.jpg","Young",2,"artificial","Pre",24,"Scam","artificial",1
"2468","422657","resources/real_fg_memory_images/fg6.jpg","Young",0,"artificial","Post",24,"Scam","artificial",1
"2469","422657","resources/real_fg_memory_images/fg7.jpg","Young",4,"artificial","Pre",24,"Neutral","artificial",1
"2470","422657","resources/real_fg_memory_images/fg7.jpg","Young",6,"artificial","Post",24,"Neutral","artificial",1
"2471","422657","resources/real_fg_memory_images/fg8.jpg","Young",4,"artificial","Post",24,"Neutral","artificial",1
"2472","422657","resources/real_fg_memory_images/fg8.jpg","Young",4,"artificial","Pre",24,"Neutral","artificial",1
"2473","422657","resources/real_fg_memory_images/fg9.jpg","Young",1,"artificial","Pre",24,"Neutral","artificial",0
"2474","422657","resources/real_fg_memory_images/fg9.jpg","Young",3,"artificial","Post",24,"Neutral","artificial",0
"2475","422657","resources/real_fg_memory_images/orig19.jpg","Young",5,"real","Pre",24,"Scam","real",1
"2476","422657","resources/real_fg_memory_images/orig19.jpg","Young",3,"real","Post",24,"Scam","real",1
"2477","422657","resources/real_fg_memory_images/orig20.jpg","Young",3,"real","Pre",24,"Scam","real",1
"2478","422657","resources/real_fg_memory_images/orig20.jpg","Young",0,"real","Post",24,"Scam","real",1
"2479","422657","resources/real_fg_memory_images/orig21.jpg","Young",3,"real","Pre",24,"Scam","real",1
"2480","422657","resources/real_fg_memory_images/orig21.jpg","Young",2,"real","Post",24,"Scam","real",1
"2481","422657","resources/real_fg_memory_images/orig22.jpg","Young",6,"real","Pre",24,"Scam","real",1
"2482","422657","resources/real_fg_memory_images/orig22.jpg","Young",3,"real","Post",24,"Scam","real",1
"2483","422657","resources/real_fg_memory_images/orig23.jpg","Young",2,"real","Post",24,"Scam","real",1
"2484","422657","resources/real_fg_memory_images/orig23.jpg","Young",6,"real","Pre",24,"Scam","real",1
"2485","422657","resources/real_fg_memory_images/orig24.jpg","Young",4,"real","Pre",24,"Scam","real",1
"2486","422657","resources/real_fg_memory_images/orig24.jpg","Young",3,"real","Post",24,"Scam","real",1
"2487","422657","resources/real_fg_memory_images/orig25.jpg","Young",1,"real","Post",24,"Neutral","real",0
"2488","422657","resources/real_fg_memory_images/orig25.jpg","Young",4,"real","Pre",24,"Neutral","real",0
"2489","422657","resources/real_fg_memory_images/orig26.jpg","Young",7,"real","Pre",24,"Neutral","real",1
"2490","422657","resources/real_fg_memory_images/orig26.jpg","Young",6,"real","Post",24,"Neutral","real",1
"2491","422657","resources/real_fg_memory_images/orig27.jpg","Young",4,"real","Pre",24,"Neutral","real",1
"2492","422657","resources/real_fg_memory_images/orig27.jpg","Young",4,"real","Post",24,"Neutral","real",1
"2493","422657","resources/real_fg_memory_images/orig28.jpg","Young",7,"real","Post",24,"Neutral","real",1
"2494","422657","resources/real_fg_memory_images/orig28.jpg","Young",6,"real","Pre",24,"Neutral","real",1
"2495","422657","resources/real_fg_memory_images/orig29.jpg","Young",6,"real","Post",24,"Neutral","real",1
"2496","422657","resources/real_fg_memory_images/orig29.jpg","Young",7,"real","Pre",24,"Neutral","real",1
"2497","422657","resources/real_fg_memory_images/orig30.jpg","Young",4,"real","Pre",24,"Neutral","real",1
"2498","422657","resources/real_fg_memory_images/orig30.jpg","Young",6,"real","Post",24,"Neutral","real",1
"2499","422657","resources/real_fg_memory_images/orig31.jpg","Young",4,"real","Pre",24,"None",NA,NA
"2500","422657","resources/real_fg_memory_images/orig31.jpg","Young",4,"real","Post",24,"None",NA,NA
"2501","422657","resources/real_fg_memory_images/orig32.jpg","Young",9,"real","Pre",24,"None",NA,NA
"2502","422657","resources/real_fg_memory_images/orig32.jpg","Young",9,"real","Post",24,"None",NA,NA
"2503","422657","resources/real_fg_memory_images/orig33.jpg","Young",6,"real","Pre",24,"None",NA,NA
"2504","422657","resources/real_fg_memory_images/orig33.jpg","Young",5,"real","Post",24,"None",NA,NA
"2505","422657","resources/real_fg_memory_images/orig34.jpg","Young",7,"real","Post",24,"None",NA,NA
"2506","422657","resources/real_fg_memory_images/orig34.jpg","Young",8,"real","Pre",24,"None",NA,NA
"2507","422657","resources/real_fg_memory_images/orig35.jpg","Young",0,"real","Pre",24,"None",NA,NA
"2508","422657","resources/real_fg_memory_images/orig35.jpg","Young",7,"real","Post",24,"None",NA,NA
"2509","422657","resources/real_fg_memory_images/orig36.jpg","Young",4,"real","Pre",24,"None",NA,NA
"2510","422657","resources/real_fg_memory_images/orig36.jpg","Young",4,"real","Post",24,"None",NA,NA
"2511","432319","resources/real_fg_memory_images/fg1.jpg","Young",8,"artificial","Post",20,"Neutral","artificial",0
"2512","432319","resources/real_fg_memory_images/fg1.jpg","Young",2,"artificial","Pre",20,"Neutral","artificial",0
"2513","432319","resources/real_fg_memory_images/fg10.jpg","Young",4,"artificial","Post",20,"Scam","artificial",1
"2514","432319","resources/real_fg_memory_images/fg10.jpg","Young",2,"artificial","Pre",20,"Scam","artificial",1
"2515","432319","resources/real_fg_memory_images/fg11.jpg","Young",3,"artificial","Pre",20,"Scam","artificial",1
"2516","432319","resources/real_fg_memory_images/fg11.jpg","Young",3,"artificial","Post",20,"Scam","artificial",1
"2517","432319","resources/real_fg_memory_images/fg12.jpg","Young",2,"artificial","Post",20,"Scam","artificial",1
"2518","432319","resources/real_fg_memory_images/fg12.jpg","Young",3,"artificial","Pre",20,"Scam","artificial",1
"2519","432319","resources/real_fg_memory_images/fg13.jpg","Young",4,"artificial","Post",20,"None",NA,NA
"2520","432319","resources/real_fg_memory_images/fg13.jpg","Young",3,"artificial","Pre",20,"None",NA,NA
"2521","432319","resources/real_fg_memory_images/fg14.jpg","Young",7,"artificial","Post",20,"None",NA,NA
"2522","432319","resources/real_fg_memory_images/fg14.jpg","Young",4,"artificial","Pre",20,"None",NA,NA
"2523","432319","resources/real_fg_memory_images/fg15.jpg","Young",3,"artificial","Pre",20,"None",NA,NA
"2524","432319","resources/real_fg_memory_images/fg15.jpg","Young",5,"artificial","Post",20,"None",NA,NA
"2525","432319","resources/real_fg_memory_images/fg16.jpg","Young",4,"artificial","Post",20,"None",NA,NA
"2526","432319","resources/real_fg_memory_images/fg16.jpg","Young",5,"artificial","Pre",20,"None",NA,NA
"2527","432319","resources/real_fg_memory_images/fg17.jpg","Young",5,"artificial","Post",20,"None",NA,NA
"2528","432319","resources/real_fg_memory_images/fg17.jpg","Young",6,"artificial","Pre",20,"None",NA,NA
"2529","432319","resources/real_fg_memory_images/fg18.jpg","Young",3,"artificial","Pre",20,"None",NA,NA
"2530","432319","resources/real_fg_memory_images/fg18.jpg","Young",5,"artificial","Post",20,"None",NA,NA
"2531","432319","resources/real_fg_memory_images/fg2.jpg","Young",1,"artificial","Post",20,"Neutral","artificial",0
"2532","432319","resources/real_fg_memory_images/fg2.jpg","Young",3,"artificial","Pre",20,"Neutral","artificial",0
"2533","432319","resources/real_fg_memory_images/fg3.jpg","Young",3,"artificial","Pre",20,"Neutral","artificial",0
"2534","432319","resources/real_fg_memory_images/fg3.jpg","Young",3,"artificial","Post",20,"Neutral","artificial",0
"2535","432319","resources/real_fg_memory_images/fg4.jpg","Young",3,"artificial","Pre",20,"Neutral","artificial",1
"2536","432319","resources/real_fg_memory_images/fg4.jpg","Young",7,"artificial","Post",20,"Neutral","artificial",1
"2537","432319","resources/real_fg_memory_images/fg5.jpg","Young",1,"artificial","Pre",20,"Neutral","artificial",0
"2538","432319","resources/real_fg_memory_images/fg5.jpg","Young",3,"artificial","Post",20,"Neutral","artificial",0
"2539","432319","resources/real_fg_memory_images/fg6.jpg","Young",3,"artificial","Post",20,"Neutral","artificial",0
"2540","432319","resources/real_fg_memory_images/fg6.jpg","Young",3,"artificial","Pre",20,"Neutral","artificial",0
"2541","432319","resources/real_fg_memory_images/fg7.jpg","Young",5,"artificial","Pre",20,"Scam","artificial",0
"2542","432319","resources/real_fg_memory_images/fg7.jpg","Young",6,"artificial","Post",20,"Scam","artificial",0
"2543","432319","resources/real_fg_memory_images/fg8.jpg","Young",2,"artificial","Post",20,"Scam","artificial",0
"2544","432319","resources/real_fg_memory_images/fg8.jpg","Young",4,"artificial","Pre",20,"Scam","artificial",0
"2545","432319","resources/real_fg_memory_images/fg9.jpg","Young",3,"artificial","Post",20,"Scam","artificial",0
"2546","432319","resources/real_fg_memory_images/fg9.jpg","Young",1,"artificial","Pre",20,"Scam","artificial",0
"2547","432319","resources/real_fg_memory_images/orig19.jpg","Young",6,"real","Pre",20,"Neutral","real",1
"2548","432319","resources/real_fg_memory_images/orig19.jpg","Young",5,"real","Post",20,"Neutral","real",1
"2549","432319","resources/real_fg_memory_images/orig20.jpg","Young",3,"real","Post",20,"Neutral","real",1
"2550","432319","resources/real_fg_memory_images/orig20.jpg","Young",4,"real","Pre",20,"Neutral","real",1
"2551","432319","resources/real_fg_memory_images/orig21.jpg","Young",4,"real","Post",20,"Neutral","real",1
"2552","432319","resources/real_fg_memory_images/orig21.jpg","Young",5,"real","Pre",20,"Neutral","real",1
"2553","432319","resources/real_fg_memory_images/orig22.jpg","Young",6,"real","Post",20,"Neutral","real",1
"2554","432319","resources/real_fg_memory_images/orig22.jpg","Young",4,"real","Pre",20,"Neutral","real",1
"2555","432319","resources/real_fg_memory_images/orig23.jpg","Young",4,"real","Pre",20,"Neutral","real",1
"2556","432319","resources/real_fg_memory_images/orig23.jpg","Young",2,"real","Post",20,"Neutral","real",1
"2557","432319","resources/real_fg_memory_images/orig24.jpg","Young",7,"real","Pre",20,"Neutral","real",0
"2558","432319","resources/real_fg_memory_images/orig24.jpg","Young",5,"real","Post",20,"Neutral","real",0
"2559","432319","resources/real_fg_memory_images/orig25.jpg","Young",5,"real","Pre",20,"Scam","real",1
"2560","432319","resources/real_fg_memory_images/orig25.jpg","Young",5,"real","Post",20,"Scam","real",1
"2561","432319","resources/real_fg_memory_images/orig26.jpg","Young",5,"real","Post",20,"Scam","real",0
"2562","432319","resources/real_fg_memory_images/orig26.jpg","Young",6,"real","Pre",20,"Scam","real",0
"2563","432319","resources/real_fg_memory_images/orig27.jpg","Young",2,"real","Pre",20,"Scam","real",1
"2564","432319","resources/real_fg_memory_images/orig27.jpg","Young",8,"real","Post",20,"Scam","real",1
"2565","432319","resources/real_fg_memory_images/orig28.jpg","Young",7,"real","Pre",20,"Scam","real",1
"2566","432319","resources/real_fg_memory_images/orig28.jpg","Young",6,"real","Post",20,"Scam","real",1
"2567","432319","resources/real_fg_memory_images/orig29.jpg","Young",7,"real","Post",20,"Scam","real",1
"2568","432319","resources/real_fg_memory_images/orig29.jpg","Young",8,"real","Pre",20,"Scam","real",1
"2569","432319","resources/real_fg_memory_images/orig30.jpg","Young",3,"real","Pre",20,"Scam","real",0
"2570","432319","resources/real_fg_memory_images/orig30.jpg","Young",6,"real","Post",20,"Scam","real",0
"2571","432319","resources/real_fg_memory_images/orig31.jpg","Young",5,"real","Post",20,"None",NA,NA
"2572","432319","resources/real_fg_memory_images/orig31.jpg","Young",1,"real","Pre",20,"None",NA,NA
"2573","432319","resources/real_fg_memory_images/orig32.jpg","Young",5,"real","Pre",20,"None",NA,NA
"2574","432319","resources/real_fg_memory_images/orig32.jpg","Young",5,"real","Post",20,"None",NA,NA
"2575","432319","resources/real_fg_memory_images/orig33.jpg","Young",3,"real","Pre",20,"None",NA,NA
"2576","432319","resources/real_fg_memory_images/orig33.jpg","Young",4,"real","Post",20,"None",NA,NA
"2577","432319","resources/real_fg_memory_images/orig34.jpg","Young",7,"real","Pre",20,"None",NA,NA
"2578","432319","resources/real_fg_memory_images/orig34.jpg","Young",9,"real","Post",20,"None",NA,NA
"2579","432319","resources/real_fg_memory_images/orig35.jpg","Young",4,"real","Post",20,"None",NA,NA
"2580","432319","resources/real_fg_memory_images/orig35.jpg","Young",4,"real","Pre",20,"None",NA,NA
"2581","432319","resources/real_fg_memory_images/orig36.jpg","Young",4,"real","Pre",20,"None",NA,NA
"2582","432319","resources/real_fg_memory_images/orig36.jpg","Young",8,"real","Post",20,"None",NA,NA
"2583","439164","resources/real_fg_memory_images/fg1.jpg","Young",4,"artificial","Post",21,"Neutral","artificial",1
"2584","439164","resources/real_fg_memory_images/fg1.jpg","Young",3,"artificial","Pre",21,"Neutral","artificial",1
"2585","439164","resources/real_fg_memory_images/fg10.jpg","Young",5,"artificial","Pre",21,"Scam","artificial",0
"2586","439164","resources/real_fg_memory_images/fg10.jpg","Young",4,"artificial","Post",21,"Scam","artificial",0
"2587","439164","resources/real_fg_memory_images/fg11.jpg","Young",5,"artificial","Post",21,"Scam","artificial",1
"2588","439164","resources/real_fg_memory_images/fg11.jpg","Young",5,"artificial","Pre",21,"Scam","artificial",1
"2589","439164","resources/real_fg_memory_images/fg12.jpg","Young",4,"artificial","Post",21,"Scam","artificial",1
"2590","439164","resources/real_fg_memory_images/fg12.jpg","Young",4,"artificial","Pre",21,"Scam","artificial",1
"2591","439164","resources/real_fg_memory_images/fg13.jpg","Young",5,"artificial","Pre",21,"None",NA,NA
"2592","439164","resources/real_fg_memory_images/fg13.jpg","Young",5,"artificial","Post",21,"None",NA,NA
"2593","439164","resources/real_fg_memory_images/fg14.jpg","Young",5,"artificial","Post",21,"None",NA,NA
"2594","439164","resources/real_fg_memory_images/fg14.jpg","Young",5,"artificial","Pre",21,"None",NA,NA
"2595","439164","resources/real_fg_memory_images/fg15.jpg","Young",3,"artificial","Pre",21,"None",NA,NA
"2596","439164","resources/real_fg_memory_images/fg15.jpg","Young",5,"artificial","Post",21,"None",NA,NA
"2597","439164","resources/real_fg_memory_images/fg16.jpg","Young",6,"artificial","Pre",21,"None",NA,NA
"2598","439164","resources/real_fg_memory_images/fg16.jpg","Young",7,"artificial","Post",21,"None",NA,NA
"2599","439164","resources/real_fg_memory_images/fg17.jpg","Young",5,"artificial","Post",21,"None",NA,NA
"2600","439164","resources/real_fg_memory_images/fg17.jpg","Young",4,"artificial","Pre",21,"None",NA,NA
"2601","439164","resources/real_fg_memory_images/fg18.jpg","Young",7,"artificial","Post",21,"None",NA,NA
"2602","439164","resources/real_fg_memory_images/fg18.jpg","Young",6,"artificial","Pre",21,"None",NA,NA
"2603","439164","resources/real_fg_memory_images/fg2.jpg","Young",2,"artificial","Post",21,"Neutral","artificial",0
"2604","439164","resources/real_fg_memory_images/fg2.jpg","Young",4,"artificial","Pre",21,"Neutral","artificial",0
"2605","439164","resources/real_fg_memory_images/fg3.jpg","Young",5,"artificial","Post",21,"Neutral","artificial",1
"2606","439164","resources/real_fg_memory_images/fg3.jpg","Young",5,"artificial","Pre",21,"Neutral","artificial",1
"2607","439164","resources/real_fg_memory_images/fg4.jpg","Young",4,"artificial","Pre",21,"Neutral","artificial",1
"2608","439164","resources/real_fg_memory_images/fg4.jpg","Young",4,"artificial","Post",21,"Neutral","artificial",1
"2609","439164","resources/real_fg_memory_images/fg5.jpg","Young",3,"artificial","Pre",21,"Neutral","artificial",1
"2610","439164","resources/real_fg_memory_images/fg5.jpg","Young",4,"artificial","Post",21,"Neutral","artificial",1
"2611","439164","resources/real_fg_memory_images/fg6.jpg","Young",6,"artificial","Pre",21,"Neutral","artificial",1
"2612","439164","resources/real_fg_memory_images/fg6.jpg","Young",4,"artificial","Post",21,"Neutral","artificial",1
"2613","439164","resources/real_fg_memory_images/fg7.jpg","Young",4,"artificial","Pre",21,"Scam","artificial",1
"2614","439164","resources/real_fg_memory_images/fg7.jpg","Young",4,"artificial","Post",21,"Scam","artificial",1
"2615","439164","resources/real_fg_memory_images/fg8.jpg","Young",3,"artificial","Post",21,"Scam","artificial",1
"2616","439164","resources/real_fg_memory_images/fg8.jpg","Young",5,"artificial","Pre",21,"Scam","artificial",1
"2617","439164","resources/real_fg_memory_images/fg9.jpg","Young",4,"artificial","Post",21,"Scam","artificial",1
"2618","439164","resources/real_fg_memory_images/fg9.jpg","Young",3,"artificial","Pre",21,"Scam","artificial",1
"2619","439164","resources/real_fg_memory_images/orig19.jpg","Young",5,"real","Post",21,"Neutral","real",1
"2620","439164","resources/real_fg_memory_images/orig19.jpg","Young",5,"real","Pre",21,"Neutral","real",1
"2621","439164","resources/real_fg_memory_images/orig20.jpg","Young",3,"real","Post",21,"Neutral","real",1
"2622","439164","resources/real_fg_memory_images/orig20.jpg","Young",4,"real","Pre",21,"Neutral","real",1
"2623","439164","resources/real_fg_memory_images/orig21.jpg","Young",5,"real","Post",21,"Neutral","real",1
"2624","439164","resources/real_fg_memory_images/orig21.jpg","Young",5,"real","Pre",21,"Neutral","real",1
"2625","439164","resources/real_fg_memory_images/orig22.jpg","Young",5,"real","Post",21,"Neutral","real",0
"2626","439164","resources/real_fg_memory_images/orig22.jpg","Young",4,"real","Pre",21,"Neutral","real",0
"2627","439164","resources/real_fg_memory_images/orig23.jpg","Young",4,"real","Pre",21,"Neutral","real",1
"2628","439164","resources/real_fg_memory_images/orig23.jpg","Young",6,"real","Post",21,"Neutral","real",1
"2629","439164","resources/real_fg_memory_images/orig24.jpg","Young",7,"real","Post",21,"Neutral","real",1
"2630","439164","resources/real_fg_memory_images/orig24.jpg","Young",7,"real","Pre",21,"Neutral","real",1
"2631","439164","resources/real_fg_memory_images/orig25.jpg","Young",5,"real","Post",21,"Scam","real",0
"2632","439164","resources/real_fg_memory_images/orig25.jpg","Young",5,"real","Pre",21,"Scam","real",0
"2633","439164","resources/real_fg_memory_images/orig26.jpg","Young",6,"real","Pre",21,"Scam","real",1
"2634","439164","resources/real_fg_memory_images/orig26.jpg","Young",4,"real","Post",21,"Scam","real",1
"2635","439164","resources/real_fg_memory_images/orig27.jpg","Young",4,"real","Post",21,"Scam","real",1
"2636","439164","resources/real_fg_memory_images/orig27.jpg","Young",5,"real","Pre",21,"Scam","real",1
"2637","439164","resources/real_fg_memory_images/orig28.jpg","Young",7,"real","Pre",21,"Scam","real",1
"2638","439164","resources/real_fg_memory_images/orig28.jpg","Young",7,"real","Post",21,"Scam","real",1
"2639","439164","resources/real_fg_memory_images/orig29.jpg","Young",5,"real","Pre",21,"Scam","real",1
"2640","439164","resources/real_fg_memory_images/orig29.jpg","Young",4,"real","Post",21,"Scam","real",1
"2641","439164","resources/real_fg_memory_images/orig30.jpg","Young",6,"real","Post",21,"Scam","real",1
"2642","439164","resources/real_fg_memory_images/orig30.jpg","Young",7,"real","Pre",21,"Scam","real",1
"2643","439164","resources/real_fg_memory_images/orig31.jpg","Young",5,"real","Post",21,"None",NA,NA
"2644","439164","resources/real_fg_memory_images/orig31.jpg","Young",5,"real","Pre",21,"None",NA,NA
"2645","439164","resources/real_fg_memory_images/orig32.jpg","Young",7,"real","Pre",21,"None",NA,NA
"2646","439164","resources/real_fg_memory_images/orig32.jpg","Young",7,"real","Post",21,"None",NA,NA
