"","participant","figure2","label2","type","total_ss_answer","accurate","agegroup","total_ss_answer_c"
"445","821820","resources/real_fg_memory_images/orig19.jpg","Scam","real",29,1,"Young",3.36458333333333
"446","821820","resources/real_fg_memory_images/orig26.jpg","Neutral","real",29,1,"Young",3.36458333333333
"447","821820","resources/real_fg_memory_images/fg5.jpg","Scam","artificial",29,0,"Young",3.36458333333333
"448","821820","resources/real_fg_memory_images/fg2.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"449","821820","resources/real_fg_memory_images/fg6.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"450","821820","resources/real_fg_memory_images/fg4.jpg","Scam","artificial",29,0,"Young",3.36458333333333
"451","821820","resources/real_fg_memory_images/orig28.jpg","Neutral","real",29,1,"Young",3.36458333333333
"452","821820","resources/real_fg_memory_images/fg9.jpg","Neutral","artificial",29,0,"Young",3.36458333333333
"453","821820","resources/real_fg_memory_images/fg11.jpg","Neutral","artificial",29,0,"Young",3.36458333333333
"454","821820","resources/real_fg_memory_images/fg1.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"455","821820","resources/real_fg_memory_images/orig22.jpg","Scam","real",29,1,"Young",3.36458333333333
"456","821820","resources/real_fg_memory_images/fg7.jpg","Neutral","artificial",29,0,"Young",3.36458333333333
"457","825683","resources/real_fg_memory_images/orig20.jpg","Scam","real",29,1,"Young",3.36458333333333
"458","825683","resources/real_fg_memory_images/fg2.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"459","825683","resources/real_fg_memory_images/fg3.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"460","825683","resources/real_fg_memory_images/fg12.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"461","825683","resources/real_fg_memory_images/orig28.jpg","Neutral","real",29,0,"Young",3.36458333333333
"462","825683","resources/real_fg_memory_images/fg1.jpg","Scam","artificial",29,0,"Young",3.36458333333333
"463","825683","resources/real_fg_memory_images/orig23.jpg","Scam","real",29,1,"Young",3.36458333333333
"464","825683","resources/real_fg_memory_images/orig27.jpg","Neutral","real",29,1,"Young",3.36458333333333
"465","825683","resources/real_fg_memory_images/orig25.jpg","Neutral","real",29,0,"Young",3.36458333333333
"466","825683","resources/real_fg_memory_images/fg4.jpg","Scam","artificial",29,0,"Young",3.36458333333333
"467","825683","resources/real_fg_memory_images/fg5.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"468","825683","resources/real_fg_memory_images/orig24.jpg","Scam","real",29,0,"Young",3.36458333333333
"469","825683","resources/real_fg_memory_images/orig21.jpg","Scam","real",29,0,"Young",3.36458333333333
"470","825683","resources/real_fg_memory_images/orig22.jpg","Scam","real",29,1,"Young",3.36458333333333
"471","825683","resources/real_fg_memory_images/orig26.jpg","Neutral","real",29,1,"Young",3.36458333333333
"472","825683","resources/real_fg_memory_images/fg6.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"473","825683","resources/real_fg_memory_images/fg8.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"474","825683","resources/real_fg_memory_images/fg9.jpg","Neutral","artificial",29,0,"Young",3.36458333333333
"475","825683","resources/real_fg_memory_images/fg10.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"476","825683","resources/real_fg_memory_images/orig29.jpg","Neutral","real",29,1,"Young",3.36458333333333
"477","825683","resources/real_fg_memory_images/fg11.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"478","825683","resources/real_fg_memory_images/orig30.jpg","Neutral","real",29,1,"Young",3.36458333333333
"479","825683","resources/real_fg_memory_images/fg7.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"480","825683","resources/real_fg_memory_images/orig19.jpg","Scam","real",29,1,"Young",3.36458333333333
"481","854508","resources/real_fg_memory_images/fg9.jpg","Neutral","artificial",28,0,"Young",2.36458333333333
"482","854508","resources/real_fg_memory_images/orig29.jpg","Neutral","real",28,1,"Young",2.36458333333333
"483","854508","resources/real_fg_memory_images/orig20.jpg","Scam","real",28,1,"Young",2.36458333333333
"484","854508","resources/real_fg_memory_images/orig30.jpg","Neutral","real",28,1,"Young",2.36458333333333
"485","854508","resources/real_fg_memory_images/fg10.jpg","Neutral","artificial",28,1,"Young",2.36458333333333
"486","854508","resources/real_fg_memory_images/orig27.jpg","Neutral","real",28,0,"Young",2.36458333333333
"487","854508","resources/real_fg_memory_images/orig26.jpg","Neutral","real",28,1,"Young",2.36458333333333
"488","854508","resources/real_fg_memory_images/fg11.jpg","Neutral","artificial",28,1,"Young",2.36458333333333
"489","854508","resources/real_fg_memory_images/fg5.jpg","Scam","artificial",28,1,"Young",2.36458333333333
"490","854508","resources/real_fg_memory_images/orig22.jpg","Scam","real",28,1,"Young",2.36458333333333
"491","854508","resources/real_fg_memory_images/fg4.jpg","Scam","artificial",28,1,"Young",2.36458333333333
"492","854508","resources/real_fg_memory_images/fg2.jpg","Scam","artificial",28,1,"Young",2.36458333333333
"493","854508","resources/real_fg_memory_images/orig28.jpg","Neutral","real",28,1,"Young",2.36458333333333
"494","854508","resources/real_fg_memory_images/fg3.jpg","Scam","artificial",28,0,"Young",2.36458333333333
"495","854508","resources/real_fg_memory_images/fg6.jpg","Scam","artificial",28,1,"Young",2.36458333333333
"496","854508","resources/real_fg_memory_images/orig24.jpg","Scam","real",28,1,"Young",2.36458333333333
"497","854508","resources/real_fg_memory_images/fg8.jpg","Neutral","artificial",28,0,"Young",2.36458333333333
"498","854508","resources/real_fg_memory_images/orig19.jpg","Scam","real",28,1,"Young",2.36458333333333
"499","854508","resources/real_fg_memory_images/fg12.jpg","Neutral","artificial",28,0,"Young",2.36458333333333
"500","854508","resources/real_fg_memory_images/orig25.jpg","Neutral","real",28,0,"Young",2.36458333333333
"501","854508","resources/real_fg_memory_images/fg1.jpg","Scam","artificial",28,0,"Young",2.36458333333333
"502","854508","resources/real_fg_memory_images/orig21.jpg","Scam","real",28,0,"Young",2.36458333333333
"503","854508","resources/real_fg_memory_images/orig23.jpg","Scam","real",28,0,"Young",2.36458333333333
"504","854508","resources/real_fg_memory_images/fg7.jpg","Neutral","artificial",28,0,"Young",2.36458333333333
"505","886833","resources/real_fg_memory_images/orig27.jpg","Neutral","real",26,1,"Young",0.364583333333332
"506","886833","resources/real_fg_memory_images/fg9.jpg","Neutral","artificial",26,0,"Young",0.364583333333332
"507","886833","resources/real_fg_memory_images/fg3.jpg","Scam","artificial",26,1,"Young",0.364583333333332
"508","886833","resources/real_fg_memory_images/fg4.jpg","Scam","artificial",26,1,"Young",0.364583333333332
"509","886833","resources/real_fg_memory_images/orig30.jpg","Neutral","real",26,1,"Young",0.364583333333332
"510","886833","resources/real_fg_memory_images/fg10.jpg","Neutral","artificial",26,0,"Young",0.364583333333332
"511","886833","resources/real_fg_memory_images/orig26.jpg","Neutral","real",26,1,"Young",0.364583333333332
"512","886833","resources/real_fg_memory_images/fg12.jpg","Neutral","artificial",26,1,"Young",0.364583333333332
"513","886833","resources/real_fg_memory_images/orig29.jpg","Neutral","real",26,1,"Young",0.364583333333332
"514","886833","resources/real_fg_memory_images/orig28.jpg","Neutral","real",26,1,"Young",0.364583333333332
"515","886833","resources/real_fg_memory_images/orig23.jpg","Scam","real",26,1,"Young",0.364583333333332
"516","886833","resources/real_fg_memory_images/fg8.jpg","Neutral","artificial",26,0,"Young",0.364583333333332
"517","886833","resources/real_fg_memory_images/orig19.jpg","Scam","real",26,1,"Young",0.364583333333332
"518","886833","resources/real_fg_memory_images/fg7.jpg","Neutral","artificial",26,1,"Young",0.364583333333332
"519","886833","resources/real_fg_memory_images/orig21.jpg","Scam","real",26,0,"Young",0.364583333333332
"520","886833","resources/real_fg_memory_images/orig25.jpg","Neutral","real",26,0,"Young",0.364583333333332
"521","886833","resources/real_fg_memory_images/fg5.jpg","Scam","artificial",26,1,"Young",0.364583333333332
"522","886833","resources/real_fg_memory_images/fg2.jpg","Scam","artificial",26,1,"Young",0.364583333333332
"523","886833","resources/real_fg_memory_images/orig22.jpg","Scam","real",26,1,"Young",0.364583333333332
"524","886833","resources/real_fg_memory_images/fg6.jpg","Scam","artificial",26,1,"Young",0.364583333333332
"525","886833","resources/real_fg_memory_images/orig20.jpg","Scam","real",26,1,"Young",0.364583333333332
"526","886833","resources/real_fg_memory_images/fg11.jpg","Neutral","artificial",26,1,"Young",0.364583333333332
"527","886833","resources/real_fg_memory_images/fg1.jpg","Scam","artificial",26,1,"Young",0.364583333333332
"528","886833","resources/real_fg_memory_images/orig24.jpg","Scam","real",26,1,"Young",0.364583333333332
"529","912125","resources/real_fg_memory_images/fg3.jpg","Scam","artificial",22,1,"Young",-3.63541666666667
"530","912125","resources/real_fg_memory_images/fg11.jpg","Neutral","artificial",22,1,"Young",-3.63541666666667
"531","912125","resources/real_fg_memory_images/fg8.jpg","Neutral","artificial",22,1,"Young",-3.63541666666667
"532","912125","resources/real_fg_memory_images/orig21.jpg","Scam","real",22,1,"Young",-3.63541666666667
"533","912125","resources/real_fg_memory_images/orig22.jpg","Scam","real",22,1,"Young",-3.63541666666667
"534","912125","resources/real_fg_memory_images/orig26.jpg","Neutral","real",22,1,"Young",-3.63541666666667
"535","912125","resources/real_fg_memory_images/fg4.jpg","Scam","artificial",22,1,"Young",-3.63541666666667
"536","912125","resources/real_fg_memory_images/orig25.jpg","Neutral","real",22,1,"Young",-3.63541666666667
"537","912125","resources/real_fg_memory_images/orig20.jpg","Scam","real",22,0,"Young",-3.63541666666667
"538","912125","resources/real_fg_memory_images/orig30.jpg","Neutral","real",22,1,"Young",-3.63541666666667
"539","912125","resources/real_fg_memory_images/fg6.jpg","Scam","artificial",22,1,"Young",-3.63541666666667
"540","912125","resources/real_fg_memory_images/fg1.jpg","Scam","artificial",22,1,"Young",-3.63541666666667
"541","912125","resources/real_fg_memory_images/fg10.jpg","Neutral","artificial",22,0,"Young",-3.63541666666667
"542","912125","resources/real_fg_memory_images/orig19.jpg","Scam","real",22,1,"Young",-3.63541666666667
"543","912125","resources/real_fg_memory_images/orig24.jpg","Scam","real",22,0,"Young",-3.63541666666667
"544","912125","resources/real_fg_memory_images/fg12.jpg","Neutral","artificial",22,0,"Young",-3.63541666666667
"545","912125","resources/real_fg_memory_images/fg5.jpg","Scam","artificial",22,1,"Young",-3.63541666666667
"546","912125","resources/real_fg_memory_images/fg2.jpg","Scam","artificial",22,1,"Young",-3.63541666666667
"547","912125","resources/real_fg_memory_images/orig23.jpg","Scam","real",22,1,"Young",-3.63541666666667
"548","912125","resources/real_fg_memory_images/orig27.jpg","Neutral","real",22,1,"Young",-3.63541666666667
"549","912125","resources/real_fg_memory_images/fg7.jpg","Neutral","artificial",22,1,"Young",-3.63541666666667
"550","912125","resources/real_fg_memory_images/fg9.jpg","Neutral","artificial",22,0,"Young",-3.63541666666667
"551","912125","resources/real_fg_memory_images/orig29.jpg","Neutral","real",22,1,"Young",-3.63541666666667
"552","912125","resources/real_fg_memory_images/orig28.jpg","Neutral","real",22,1,"Young",-3.63541666666667
"553","920910","resources/real_fg_memory_images/fg1.jpg","Scam","artificial",23,1,"Young",-2.63541666666667
"554","920910","resources/real_fg_memory_images/orig19.jpg","Scam","real",23,1,"Young",-2.63541666666667
"555","920910","resources/real_fg_memory_images/orig21.jpg","Scam","real",23,1,"Young",-2.63541666666667
"556","920910","resources/real_fg_memory_images/orig25.jpg","Neutral","real",23,1,"Young",-2.63541666666667
"557","920910","resources/real_fg_memory_images/orig23.jpg","Scam","real",23,0,"Young",-2.63541666666667
"558","920910","resources/real_fg_memory_images/fg5.jpg","Scam","artificial",23,1,"Young",-2.63541666666667
"559","920910","resources/real_fg_memory_images/orig24.jpg","Scam","real",23,0,"Young",-2.63541666666667
"560","920910","resources/real_fg_memory_images/orig20.jpg","Scam","real",23,1,"Young",-2.63541666666667
"561","920910","resources/real_fg_memory_images/orig29.jpg","Neutral","real",23,1,"Young",-2.63541666666667
"562","920910","resources/real_fg_memory_images/fg11.jpg","Neutral","artificial",23,0,"Young",-2.63541666666667
"563","920910","resources/real_fg_memory_images/fg7.jpg","Neutral","artificial",23,1,"Young",-2.63541666666667
"564","920910","resources/real_fg_memory_images/orig30.jpg","Neutral","real",23,1,"Young",-2.63541666666667
"565","920910","resources/real_fg_memory_images/fg2.jpg","Scam","artificial",23,1,"Young",-2.63541666666667
"566","920910","resources/real_fg_memory_images/fg8.jpg","Neutral","artificial",23,0,"Young",-2.63541666666667
"567","920910","resources/real_fg_memory_images/fg9.jpg","Neutral","artificial",23,1,"Young",-2.63541666666667
"568","920910","resources/real_fg_memory_images/orig28.jpg","Neutral","real",23,1,"Young",-2.63541666666667
"569","920910","resources/real_fg_memory_images/orig22.jpg","Scam","real",23,1,"Young",-2.63541666666667
"570","920910","resources/real_fg_memory_images/fg6.jpg","Scam","artificial",23,0,"Young",-2.63541666666667
"571","920910","resources/real_fg_memory_images/orig27.jpg","Neutral","real",23,1,"Young",-2.63541666666667
"572","920910","resources/real_fg_memory_images/fg4.jpg","Scam","artificial",23,1,"Young",-2.63541666666667
"573","920910","resources/real_fg_memory_images/fg12.jpg","Neutral","artificial",23,0,"Young",-2.63541666666667
"574","920910","resources/real_fg_memory_images/orig26.jpg","Neutral","real",23,1,"Young",-2.63541666666667
"575","920910","resources/real_fg_memory_images/fg10.jpg","Neutral","artificial",23,0,"Young",-2.63541666666667
"576","920910","resources/real_fg_memory_images/fg3.jpg","Scam","artificial",23,1,"Young",-2.63541666666667
"577","023395","resources/real_fg_memory_images/fg28.jpg","Neutral","artificial",25,1,"Young",-0.635416666666668
"578","023395","resources/real_fg_memory_images/orig3.jpg","Scam","real",25,1,"Young",-0.635416666666668
"579","023395","resources/real_fg_memory_images/fg27.jpg","Neutral","artificial",25,1,"Young",-0.635416666666668
"580","023395","resources/real_fg_memory_images/orig7.jpg","Neutral","real",25,1,"Young",-0.635416666666668
"581","023395","resources/real_fg_memory_images/fg19.jpg","Scam","artificial",25,1,"Young",-0.635416666666668
"582","023395","resources/real_fg_memory_images/fg30.jpg","Neutral","artificial",25,1,"Young",-0.635416666666668
"583","023395","resources/real_fg_memory_images/orig4.jpg","Scam","real",25,1,"Young",-0.635416666666668
"584","023395","resources/real_fg_memory_images/fg20.jpg","Scam","artificial",25,1,"Young",-0.635416666666668
"585","023395","resources/real_fg_memory_images/orig9.jpg","Neutral","real",25,1,"Young",-0.635416666666668
"586","023395","resources/real_fg_memory_images/orig11.jpg","Neutral","real",25,1,"Young",-0.635416666666668
"587","023395","resources/real_fg_memory_images/orig2.jpg","Scam","real",25,1,"Young",-0.635416666666668
"588","023395","resources/real_fg_memory_images/orig6.jpg","Scam","real",25,1,"Young",-0.635416666666668
"589","023395","resources/real_fg_memory_images/orig5.jpg","Scam","real",25,1,"Young",-0.635416666666668
"590","023395","resources/real_fg_memory_images/fg21.jpg","Scam","artificial",25,1,"Young",-0.635416666666668
"591","023395","resources/real_fg_memory_images/fg25.jpg","Neutral","artificial",25,1,"Young",-0.635416666666668
"592","023395","resources/real_fg_memory_images/orig1.jpg","Scam","real",25,1,"Young",-0.635416666666668
"593","023395","resources/real_fg_memory_images/fg29.jpg","Neutral","artificial",25,1,"Young",-0.635416666666668
"594","023395","resources/real_fg_memory_images/fg24.jpg","Scam","artificial",25,1,"Young",-0.635416666666668
"595","023395","resources/real_fg_memory_images/orig12.jpg","Neutral","real",25,0,"Young",-0.635416666666668
"596","023395","resources/real_fg_memory_images/fg22.jpg","Scam","artificial",25,1,"Young",-0.635416666666668
"597","023395","resources/real_fg_memory_images/fg26.jpg","Neutral","artificial",25,1,"Young",-0.635416666666668
"598","023395","resources/real_fg_memory_images/orig8.jpg","Neutral","real",25,1,"Young",-0.635416666666668
"599","023395","resources/real_fg_memory_images/fg23.jpg","Scam","artificial",25,1,"Young",-0.635416666666668
"600","023395","resources/real_fg_memory_images/orig10.jpg","Neutral","real",25,1,"Young",-0.635416666666668
"601","050143","resources/real_fg_memory_images/orig2.jpg","Scam","real",29,1,"Young",3.36458333333333
"602","050143","resources/real_fg_memory_images/fg22.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"603","050143","resources/real_fg_memory_images/orig5.jpg","Scam","real",29,1,"Young",3.36458333333333
"604","050143","resources/real_fg_memory_images/orig11.jpg","Neutral","real",29,1,"Young",3.36458333333333
"605","050143","resources/real_fg_memory_images/orig4.jpg","Scam","real",29,1,"Young",3.36458333333333
"606","050143","resources/real_fg_memory_images/orig3.jpg","Scam","real",29,0,"Young",3.36458333333333
"607","050143","resources/real_fg_memory_images/orig8.jpg","Neutral","real",29,1,"Young",3.36458333333333
"608","050143","resources/real_fg_memory_images/fg25.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"609","050143","resources/real_fg_memory_images/orig6.jpg","Scam","real",29,1,"Young",3.36458333333333
"610","050143","resources/real_fg_memory_images/fg26.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"611","050143","resources/real_fg_memory_images/orig12.jpg","Neutral","real",29,1,"Young",3.36458333333333
"612","050143","resources/real_fg_memory_images/fg27.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"613","050143","resources/real_fg_memory_images/orig1.jpg","Scam","real",29,1,"Young",3.36458333333333
"614","050143","resources/real_fg_memory_images/orig9.jpg","Neutral","real",29,1,"Young",3.36458333333333
"615","050143","resources/real_fg_memory_images/fg20.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"616","050143","resources/real_fg_memory_images/fg24.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"617","050143","resources/real_fg_memory_images/orig10.jpg","Neutral","real",29,1,"Young",3.36458333333333
"618","050143","resources/real_fg_memory_images/fg23.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"619","050143","resources/real_fg_memory_images/orig7.jpg","Neutral","real",29,1,"Young",3.36458333333333
"620","050143","resources/real_fg_memory_images/fg21.jpg","Scam","artificial",29,0,"Young",3.36458333333333
"621","050143","resources/real_fg_memory_images/fg28.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"622","050143","resources/real_fg_memory_images/fg29.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"623","050143","resources/real_fg_memory_images/fg30.jpg","Neutral","artificial",29,0,"Young",3.36458333333333
"624","050143","resources/real_fg_memory_images/fg19.jpg","Scam","artificial",29,0,"Young",3.36458333333333
"625","185163","resources/real_fg_memory_images/orig5.jpg","Scam","real",28,0,"Young",2.36458333333333
"626","185163","resources/real_fg_memory_images/fg23.jpg","Scam","artificial",28,0,"Young",2.36458333333333
"627","185163","resources/real_fg_memory_images/fg19.jpg","Scam","artificial",28,1,"Young",2.36458333333333
"628","185163","resources/real_fg_memory_images/fg28.jpg","Neutral","artificial",28,1,"Young",2.36458333333333
"629","185163","resources/real_fg_memory_images/orig3.jpg","Scam","real",28,0,"Young",2.36458333333333
"630","185163","resources/real_fg_memory_images/orig6.jpg","Scam","real",28,1,"Young",2.36458333333333
"631","185163","resources/real_fg_memory_images/orig8.jpg","Neutral","real",28,0,"Young",2.36458333333333
"632","185163","resources/real_fg_memory_images/orig11.jpg","Neutral","real",28,1,"Young",2.36458333333333
"633","185163","resources/real_fg_memory_images/orig10.jpg","Neutral","real",28,0,"Young",2.36458333333333
"634","185163","resources/real_fg_memory_images/orig9.jpg","Neutral","real",28,1,"Young",2.36458333333333
"635","185163","resources/real_fg_memory_images/orig7.jpg","Neutral","real",28,1,"Young",2.36458333333333
"636","185163","resources/real_fg_memory_images/fg27.jpg","Neutral","artificial",28,1,"Young",2.36458333333333
"637","185163","resources/real_fg_memory_images/fg25.jpg","Neutral","artificial",28,1,"Young",2.36458333333333
"638","185163","resources/real_fg_memory_images/fg29.jpg","Neutral","artificial",28,1,"Young",2.36458333333333
"639","185163","resources/real_fg_memory_images/orig4.jpg","Scam","real",28,1,"Young",2.36458333333333
"640","185163","resources/real_fg_memory_images/fg24.jpg","Scam","artificial",28,0,"Young",2.36458333333333
"641","185163","resources/real_fg_memory_images/fg26.jpg","Neutral","artificial",28,1,"Young",2.36458333333333
"642","185163","resources/real_fg_memory_images/orig12.jpg","Neutral","real",28,0,"Young",2.36458333333333
"643","185163","resources/real_fg_memory_images/orig1.jpg","Scam","real",28,1,"Young",2.36458333333333
"644","185163","resources/real_fg_memory_images/fg30.jpg","Neutral","artificial",28,1,"Young",2.36458333333333
"645","185163","resources/real_fg_memory_images/fg20.jpg","Scam","artificial",28,0,"Young",2.36458333333333
"646","185163","resources/real_fg_memory_images/fg22.jpg","Scam","artificial",28,1,"Young",2.36458333333333
"647","185163","resources/real_fg_memory_images/orig2.jpg","Scam","real",28,1,"Young",2.36458333333333
"648","185163","resources/real_fg_memory_images/fg21.jpg","Scam","artificial",28,0,"Young",2.36458333333333
"649","411563","resources/real_fg_memory_images/orig2.jpg","Scam","real",30,1,"Young",4.36458333333333
"650","411563","resources/real_fg_memory_images/orig1.jpg","Scam","real",30,1,"Young",4.36458333333333
"651","411563","resources/real_fg_memory_images/orig12.jpg","Neutral","real",30,0,"Young",4.36458333333333
"652","411563","resources/real_fg_memory_images/orig7.jpg","Neutral","real",30,1,"Young",4.36458333333333
"653","411563","resources/real_fg_memory_images/fg28.jpg","Neutral","artificial",30,1,"Young",4.36458333333333
"654","411563","resources/real_fg_memory_images/orig4.jpg","Scam","real",30,1,"Young",4.36458333333333
"655","411563","resources/real_fg_memory_images/fg22.jpg","Scam","artificial",30,1,"Young",4.36458333333333
"656","411563","resources/real_fg_memory_images/orig9.jpg","Neutral","real",30,1,"Young",4.36458333333333
"657","411563","resources/real_fg_memory_images/fg27.jpg","Neutral","artificial",30,1,"Young",4.36458333333333
"658","411563","resources/real_fg_memory_images/fg30.jpg","Neutral","artificial",30,1,"Young",4.36458333333333
"659","411563","resources/real_fg_memory_images/orig5.jpg","Scam","real",30,1,"Young",4.36458333333333
"660","411563","resources/real_fg_memory_images/orig3.jpg","Scam","real",30,1,"Young",4.36458333333333
"661","411563","resources/real_fg_memory_images/orig10.jpg","Neutral","real",30,1,"Young",4.36458333333333
"662","411563","resources/real_fg_memory_images/fg26.jpg","Neutral","artificial",30,1,"Young",4.36458333333333
"663","411563","resources/real_fg_memory_images/fg25.jpg","Neutral","artificial",30,1,"Young",4.36458333333333
"664","411563","resources/real_fg_memory_images/fg29.jpg","Neutral","artificial",30,1,"Young",4.36458333333333
"665","411563","resources/real_fg_memory_images/fg23.jpg","Scam","artificial",30,0,"Young",4.36458333333333
"666","411563","resources/real_fg_memory_images/orig8.jpg","Neutral","real",30,0,"Young",4.36458333333333
"667","411563","resources/real_fg_memory_images/fg19.jpg","Scam","artificial",30,0,"Young",4.36458333333333
"668","411563","resources/real_fg_memory_images/orig6.jpg","Scam","real",30,0,"Young",4.36458333333333
"669","411563","resources/real_fg_memory_images/fg20.jpg","Scam","artificial",30,0,"Young",4.36458333333333
"670","411563","resources/real_fg_memory_images/fg24.jpg","Scam","artificial",30,0,"Young",4.36458333333333
"671","411563","resources/real_fg_memory_images/fg21.jpg","Scam","artificial",30,1,"Young",4.36458333333333
"672","411563","resources/real_fg_memory_images/orig11.jpg","Neutral","real",30,1,"Young",4.36458333333333
"673","450404","resources/real_fg_memory_images/orig7.jpg","Neutral","real",21,0,"Young",-4.63541666666667
"674","450404","resources/real_fg_memory_images/orig8.jpg","Neutral","real",21,1,"Young",-4.63541666666667
"675","450404","resources/real_fg_memory_images/fg27.jpg","Neutral","artificial",21,0,"Young",-4.63541666666667
"676","450404","resources/real_fg_memory_images/fg22.jpg","Scam","artificial",21,0,"Young",-4.63541666666667
"677","450404","resources/real_fg_memory_images/fg21.jpg","Scam","artificial",21,1,"Young",-4.63541666666667
"678","450404","resources/real_fg_memory_images/fg25.jpg","Neutral","artificial",21,1,"Young",-4.63541666666667
"679","450404","resources/real_fg_memory_images/orig5.jpg","Scam","real",21,1,"Young",-4.63541666666667
"680","450404","resources/real_fg_memory_images/orig9.jpg","Neutral","real",21,0,"Young",-4.63541666666667
"681","450404","resources/real_fg_memory_images/fg28.jpg","Neutral","artificial",21,1,"Young",-4.63541666666667
"682","450404","resources/real_fg_memory_images/fg29.jpg","Neutral","artificial",21,0,"Young",-4.63541666666667
"683","450404","resources/real_fg_memory_images/orig6.jpg","Scam","real",21,1,"Young",-4.63541666666667
"684","450404","resources/real_fg_memory_images/orig11.jpg","Neutral","real",21,1,"Young",-4.63541666666667
"685","450404","resources/real_fg_memory_images/fg24.jpg","Scam","artificial",21,1,"Young",-4.63541666666667
"686","450404","resources/real_fg_memory_images/fg26.jpg","Neutral","artificial",21,1,"Young",-4.63541666666667
"687","450404","resources/real_fg_memory_images/fg30.jpg","Neutral","artificial",21,1,"Young",-4.63541666666667
"688","450404","resources/real_fg_memory_images/orig12.jpg","Neutral","real",21,1,"Young",-4.63541666666667
"689","450404","resources/real_fg_memory_images/orig2.jpg","Scam","real",21,1,"Young",-4.63541666666667
"690","450404","resources/real_fg_memory_images/orig10.jpg","Neutral","real",21,1,"Young",-4.63541666666667
"691","450404","resources/real_fg_memory_images/fg20.jpg","Scam","artificial",21,1,"Young",-4.63541666666667
"692","450404","resources/real_fg_memory_images/orig3.jpg","Scam","real",21,1,"Young",-4.63541666666667
"693","450404","resources/real_fg_memory_images/orig1.jpg","Scam","real",21,0,"Young",-4.63541666666667
"694","450404","resources/real_fg_memory_images/fg23.jpg","Scam","artificial",21,0,"Young",-4.63541666666667
"695","450404","resources/real_fg_memory_images/orig4.jpg","Scam","real",21,1,"Young",-4.63541666666667
"696","450404","resources/real_fg_memory_images/fg19.jpg","Scam","artificial",21,1,"Young",-4.63541666666667
"697","466599","resources/real_fg_memory_images/fg23.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"698","466599","resources/real_fg_memory_images/orig7.jpg","Neutral","real",29,1,"Young",3.36458333333333
"699","466599","resources/real_fg_memory_images/orig6.jpg","Scam","real",29,1,"Young",3.36458333333333
"700","466599","resources/real_fg_memory_images/orig5.jpg","Scam","real",29,1,"Young",3.36458333333333
"701","466599","resources/real_fg_memory_images/orig11.jpg","Neutral","real",29,1,"Young",3.36458333333333
"702","466599","resources/real_fg_memory_images/fg22.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"703","466599","resources/real_fg_memory_images/fg25.jpg","Neutral","artificial",29,0,"Young",3.36458333333333
"704","466599","resources/real_fg_memory_images/fg26.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"705","466599","resources/real_fg_memory_images/fg30.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"706","466599","resources/real_fg_memory_images/orig3.jpg","Scam","real",29,1,"Young",3.36458333333333
"707","466599","resources/real_fg_memory_images/fg29.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"708","466599","resources/real_fg_memory_images/orig4.jpg","Scam","real",29,1,"Young",3.36458333333333
"709","466599","resources/real_fg_memory_images/fg21.jpg","Scam","artificial",29,0,"Young",3.36458333333333
"710","466599","resources/real_fg_memory_images/orig10.jpg","Neutral","real",29,1,"Young",3.36458333333333
"711","466599","resources/real_fg_memory_images/orig8.jpg","Neutral","real",29,1,"Young",3.36458333333333
"712","466599","resources/real_fg_memory_images/orig2.jpg","Scam","real",29,0,"Young",3.36458333333333
"713","466599","resources/real_fg_memory_images/fg24.jpg","Scam","artificial",29,1,"Young",3.36458333333333
"714","466599","resources/real_fg_memory_images/fg28.jpg","Neutral","artificial",29,0,"Young",3.36458333333333
"715","466599","resources/real_fg_memory_images/orig9.jpg","Neutral","real",29,0,"Young",3.36458333333333
"716","466599","resources/real_fg_memory_images/orig1.jpg","Scam","real",29,0,"Young",3.36458333333333
"717","466599","resources/real_fg_memory_images/fg27.jpg","Neutral","artificial",29,1,"Young",3.36458333333333
"718","466599","resources/real_fg_memory_images/orig12.jpg","Neutral","real",29,0,"Young",3.36458333333333
