participant,figure2,agegroup,textbox_comp.text,Type,Time,total_ss_answer.x,label2,type,total_ss_answer.y,accurate
449778,resources/real_fg_memory_images/orig30.jpg,Young,8,real,Pre,25,Scam,real,25,0
449778,resources/real_fg_memory_images/orig30.jpg,Young,8,real,Post,25,Scam,real,25,0
450404,resources/real_fg_memory_images/fg22.jpg,Young,2,artificial,Pre,21,Scam,artificial,21,0
450404,resources/real_fg_memory_images/fg22.jpg,Young,4,artificial,Post,21,Scam,artificial,21,0
450404,resources/real_fg_memory_images/fg23.jpg,Young,0,artificial,Post,21,Scam,artificial,21,0
450404,resources/real_fg_memory_images/fg23.jpg,Young,0,artificial,Pre,21,Scam,artificial,21,0
450404,resources/real_fg_memory_images/fg27.jpg,Young,0,artificial,Pre,21,Neutral,artificial,21,0
450404,resources/real_fg_memory_images/fg27.jpg,Young,3,artificial,Post,21,Neutral,artificial,21,0
450404,resources/real_fg_memory_images/fg29.jpg,Young,2,artificial,Post,21,Neutral,artificial,21,0
450404,resources/real_fg_memory_images/fg29.jpg,Young,3,artificial,Pre,21,Neutral,artificial,21,0
450404,resources/real_fg_memory_images/orig1.jpg,Young,5,real,Post,21,Scam,real,21,0
450404,resources/real_fg_memory_images/orig1.jpg,Young,4,real,Pre,21,Scam,real,21,0
450404,resources/real_fg_memory_images/orig7.jpg,Young,7,real,Post,21,Neutral,real,21,0
450404,resources/real_fg_memory_images/orig7.jpg,Young,5,real,Pre,21,Neutral,real,21,0
450404,resources/real_fg_memory_images/orig9.jpg,Young,2,real,Post,21,Neutral,real,21,0
450404,resources/real_fg_memory_images/orig9.jpg,Young,3,real,Pre,21,Neutral,real,21,0
452251,resources/real_fg_memory_images/fg25.jpg,Young,4,artificial,Post,24,Scam,artificial,24,0
452251,resources/real_fg_memory_images/fg25.jpg,Young,4,artificial,Pre,24,Scam,artificial,24,0
452251,resources/real_fg_memory_images/fg30.jpg,Young,7,artificial,Pre,24,Scam,artificial,24,0
452251,resources/real_fg_memory_images/fg30.jpg,Young,3,artificial,Post,24,Scam,artificial,24,0
452251,resources/real_fg_memory_images/orig11.jpg,Young,7,real,Pre,24,Scam,real,24,0
452251,resources/real_fg_memory_images/orig11.jpg,Young,5,real,Post,24,Scam,real,24,0
452251,resources/real_fg_memory_images/orig12.jpg,Young,6,real,Pre,24,Scam,real,24,0
452251,resources/real_fg_memory_images/orig12.jpg,Young,7,real,Post,24,Scam,real,24,0
452251,resources/real_fg_memory_images/orig7.jpg,Young,4,real,Pre,24,Scam,real,24,0
452251,resources/real_fg_memory_images/orig7.jpg,Young,7,real,Post,24,Scam,real,24,0
452251,resources/real_fg_memory_images/orig9.jpg,Young,5,real,Post,24,Scam,real,24,0
452251,resources/real_fg_memory_images/orig9.jpg,Young,7,real,Pre,24,Scam,real,24,0
464935,resources/real_fg_memory_images/fg20.jpg,Young,4,artificial,Pre,22,Neutral,artificial,22,0
464935,resources/real_fg_memory_images/fg20.jpg,Young,4,artificial,Post,22,Neutral,artificial,22,0
464935,resources/real_fg_memory_images/fg21.jpg,Young,4,artificial,Post,22,Neutral,artificial,22,0
464935,resources/real_fg_memory_images/fg21.jpg,Young,5,artificial,Pre,22,Neutral,artificial,22,0
464935,resources/real_fg_memory_images/fg24.jpg,Young,4,artificial,Pre,22,Neutral,artificial,22,0
464935,resources/real_fg_memory_images/fg24.jpg,Young,4,artificial,Post,22,Neutral,artificial,22,0
464935,resources/real_fg_memory_images/fg28.jpg,Young,7,artificial,Pre,22,Scam,artificial,22,0
464935,resources/real_fg_memory_images/fg28.jpg,Young,7,artificial,Post,22,Scam,artificial,22,0
464935,resources/real_fg_memory_images/orig2.jpg,Young,4,real,Post,22,Neutral,real,22,0
464935,resources/real_fg_memory_images/orig2.jpg,Young,7,real,Pre,22,Neutral,real,22,0
464935,resources/real_fg_memory_images/orig5.jpg,Young,4,real,Pre,22,Neutral,real,22,0
464935,resources/real_fg_memory_images/orig5.jpg,Young,4,real,Post,22,Neutral,real,22,0
466599,resources/real_fg_memory_images/fg21.jpg,Young,6,artificial,Pre,29,Scam,artificial,29,0
466599,resources/real_fg_memory_images/fg21.jpg,Young,7,artificial,Post,29,Scam,artificial,29,0
466599,resources/real_fg_memory_images/fg25.jpg,Young,4,artificial,Post,29,Neutral,artificial,29,0
466599,resources/real_fg_memory_images/fg25.jpg,Young,5,artificial,Pre,29,Neutral,artificial,29,0
466599,resources/real_fg_memory_images/fg28.jpg,Young,5,artificial,Pre,29,Neutral,artificial,29,0
466599,resources/real_fg_memory_images/fg28.jpg,Young,8,artificial,Post,29,Neutral,artificial,29,0
466599,resources/real_fg_memory_images/orig1.jpg,Young,5,real,Pre,29,Scam,real,29,0
466599,resources/real_fg_memory_images/orig1.jpg,Young,5,real,Post,29,Scam,real,29,0
466599,resources/real_fg_memory_images/orig12.jpg,Young,5,real,Pre,29,Neutral,real,29,0
466599,resources/real_fg_memory_images/orig12.jpg,Young,5,real,Post,29,Neutral,real,29,0
466599,resources/real_fg_memory_images/orig2.jpg,Young,7,real,Pre,29,Scam,real,29,0
466599,resources/real_fg_memory_images/orig2.jpg,Young,6,real,Post,29,Scam,real,29,0
466599,resources/real_fg_memory_images/orig9.jpg,Young,4,real,Post,29,Neutral,real,29,0
466599,resources/real_fg_memory_images/orig9.jpg,Young,5,real,Pre,29,Neutral,real,29,0
473890,resources/real_fg_memory_images/fg20.jpg,Young,1,artificial,Pre,24,Scam,artificial,24,0
473890,resources/real_fg_memory_images/fg20.jpg,Young,2,artificial,Post,24,Scam,artificial,24,0
473890,resources/real_fg_memory_images/fg21.jpg,Young,4,artificial,Post,24,Scam,artificial,24,0
473890,resources/real_fg_memory_images/fg21.jpg,Young,5,artificial,Pre,24,Scam,artificial,24,0
473890,resources/real_fg_memory_images/fg23.jpg,Young,2,artificial,Post,24,Scam,artificial,24,0
473890,resources/real_fg_memory_images/fg23.jpg,Young,2,artificial,Pre,24,Scam,artificial,24,0
473890,resources/real_fg_memory_images/fg27.jpg,Young,4,artificial,Pre,24,Neutral,artificial,24,0
473890,resources/real_fg_memory_images/fg27.jpg,Young,7,artificial,Post,24,Neutral,artificial,24,0
473890,resources/real_fg_memory_images/fg29.jpg,Young,4,artificial,Pre,24,Neutral,artificial,24,0
473890,resources/real_fg_memory_images/fg29.jpg,Young,2,artificial,Post,24,Neutral,artificial,24,0
473890,resources/real_fg_memory_images/orig12.jpg,Young,4,real,Post,24,Neutral,real,24,0
473890,resources/real_fg_memory_images/orig12.jpg,Young,6,real,Pre,24,Neutral,real,24,0
473890,resources/real_fg_memory_images/orig2.jpg,Young,5,real,Pre,24,Scam,real,24,0
473890,resources/real_fg_memory_images/orig2.jpg,Young,5,real,Post,24,Scam,real,24,0
473890,resources/real_fg_memory_images/orig4.jpg,Young,6,real,Post,24,Scam,real,24,0
473890,resources/real_fg_memory_images/orig4.jpg,Young,6,real,Pre,24,Scam,real,24,0
473890,resources/real_fg_memory_images/orig9.jpg,Young,3,real,Pre,24,Neutral,real,24,0
473890,resources/real_fg_memory_images/orig9.jpg,Young,3,real,Post,24,Neutral,real,24,0
475074,resources/real_fg_memory_images/fg25.jpg,Young,0,artificial,Post,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/fg25.jpg,Young,0,artificial,Pre,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/fg26.jpg,Young,0,artificial,Post,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/fg26.jpg,Young,0,artificial,Pre,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/fg27.jpg,Young,0,artificial,Post,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/fg27.jpg,Young,0,artificial,Pre,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/fg28.jpg,Young,0,artificial,Pre,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/fg28.jpg,Young,0,artificial,Post,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/fg30.jpg,Young,8,artificial,Pre,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/fg30.jpg,Young,0,artificial,Post,28,Neutral,artificial,28,0
475074,resources/real_fg_memory_images/orig10.jpg,Young,8,real,Post,28,Neutral,real,28,0
475074,resources/real_fg_memory_images/orig10.jpg,Young,6,real,Pre,28,Neutral,real,28,0
475074,resources/real_fg_memory_images/orig5.jpg,Young,3,real,Post,28,Scam,real,28,0
475074,resources/real_fg_memory_images/orig5.jpg,Young,2,real,Pre,28,Scam,real,28,0
475074,resources/real_fg_memory_images/orig6.jpg,Young,2,real,Pre,28,Scam,real,28,0
475074,resources/real_fg_memory_images/orig6.jpg,Young,5,real,Post,28,Scam,real,28,0
478150,resources/real_fg_memory_images/fg21.jpg,Young,0,artificial,Pre,26,Scam,artificial,26,0
478150,resources/real_fg_memory_images/fg21.jpg,Young,0,artificial,Post,26,Scam,artificial,26,0
478150,resources/real_fg_memory_images/fg25.jpg,Young,0,artificial,Post,26,Neutral,artificial,26,0
478150,resources/real_fg_memory_images/fg25.jpg,Young,0,artificial,Pre,26,Neutral,artificial,26,0
478150,resources/real_fg_memory_images/fg27.jpg,Young,0,artificial,Post,26,Neutral,artificial,26,0
478150,resources/real_fg_memory_images/fg27.jpg,Young,0,artificial,Pre,26,Neutral,artificial,26,0
478150,resources/real_fg_memory_images/fg29.jpg,Young,0,artificial,Pre,26,Neutral,artificial,26,0
478150,resources/real_fg_memory_images/fg29.jpg,Young,0,artificial,Post,26,Neutral,artificial,26,0
478150,resources/real_fg_memory_images/orig3.jpg,Young,3,real,Pre,26,Scam,real,26,0
478150,resources/real_fg_memory_images/orig3.jpg,Young,6,real,Post,26,Scam,real,26,0
478150,resources/real_fg_memory_images/orig6.jpg,Young,8,real,Pre,26,Scam,real,26,0
478150,resources/real_fg_memory_images/orig6.jpg,Young,7,real,Post,26,Scam,real,26,0
478150,resources/real_fg_memory_images/orig7.jpg,Young,7,real,Post,26,Neutral,real,26,0
478150,resources/real_fg_memory_images/orig7.jpg,Young,4,real,Pre,26,Neutral,real,26,0
478150,resources/real_fg_memory_images/orig9.jpg,Young,5,real,Post,26,Neutral,real,26,0
478150,resources/real_fg_memory_images/orig9.jpg,Young,4,real,Pre,26,Neutral,real,26,0
478757,resources/real_fg_memory_images/fg19.jpg,Young,1,artificial,Pre,27,Neutral,artificial,27,0
478757,resources/real_fg_memory_images/fg19.jpg,Young,1,artificial,Post,27,Neutral,artificial,27,0
478757,resources/real_fg_memory_images/fg21.jpg,Young,1,artificial,Post,27,Neutral,artificial,27,0
478757,resources/real_fg_memory_images/fg21.jpg,Young,1,artificial,Pre,27,Neutral,artificial,27,0
478757,resources/real_fg_memory_images/fg26.jpg,Young,1,artificial,Post,27,Scam,artificial,27,0
478757,resources/real_fg_memory_images/fg26.jpg,Young,1,artificial,Pre,27,Scam,artificial,27,0
478757,resources/real_fg_memory_images/fg28.jpg,Young,1,artificial,Pre,27,Scam,artificial,27,0
478757,resources/real_fg_memory_images/fg28.jpg,Young,1,artificial,Post,27,Scam,artificial,27,0
478757,resources/real_fg_memory_images/orig4.jpg,Young,6,real,Post,27,Neutral,real,27,0
478757,resources/real_fg_memory_images/orig4.jpg,Young,8,real,Pre,27,Neutral,real,27,0
478757,resources/real_fg_memory_images/orig9.jpg,Young,3,real,Pre,27,Scam,real,27,0
478757,resources/real_fg_memory_images/orig9.jpg,Young,4,real,Post,27,Scam,real,27,0
482395,resources/real_fg_memory_images/fg10.jpg,Young,4,artificial,Pre,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/fg10.jpg,Young,0,artificial,Post,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/fg11.jpg,Young,5,artificial,Pre,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/fg11.jpg,Young,2,artificial,Post,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/fg12.jpg,Young,6,artificial,Pre,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/fg12.jpg,Young,4,artificial,Post,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/fg7.jpg,Young,3,artificial,Post,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/fg7.jpg,Young,4,artificial,Pre,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/fg8.jpg,Young,1,artificial,Post,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/fg8.jpg,Young,5,artificial,Pre,20,Neutral,artificial,20,0
482395,resources/real_fg_memory_images/orig19.jpg,Young,5,real,Post,20,Scam,real,20,0
482395,resources/real_fg_memory_images/orig19.jpg,Young,5,real,Pre,20,Scam,real,20,0
482395,resources/real_fg_memory_images/orig20.jpg,Young,8,real,Pre,20,Scam,real,20,0
482395,resources/real_fg_memory_images/orig20.jpg,Young,6,real,Post,20,Scam,real,20,0
482395,resources/real_fg_memory_images/orig23.jpg,Young,5,real,Pre,20,Scam,real,20,0
482395,resources/real_fg_memory_images/orig23.jpg,Young,5,real,Post,20,Scam,real,20,0
482395,resources/real_fg_memory_images/orig24.jpg,Young,6,real,Post,20,Scam,real,20,0
482395,resources/real_fg_memory_images/orig24.jpg,Young,5,real,Pre,20,Scam,real,20,0
482395,resources/real_fg_memory_images/orig30.jpg,Young,5,real,Post,20,Neutral,real,20,0
482395,resources/real_fg_memory_images/orig30.jpg,Young,8,real,Pre,20,Neutral,real,20,0
484966,resources/real_fg_memory_images/fg1.jpg,Young,2,artificial,Pre,21,Neutral,artificial,21,0
484966,resources/real_fg_memory_images/fg1.jpg,Young,1,artificial,Post,21,Neutral,artificial,21,0
484966,resources/real_fg_memory_images/fg4.jpg,Young,0,artificial,Pre,21,Neutral,artificial,21,0
484966,resources/real_fg_memory_images/fg4.jpg,Young,0,artificial,Post,21,Neutral,artificial,21,0
484966,resources/real_fg_memory_images/fg5.jpg,Young,3,artificial,Pre,21,Neutral,artificial,21,0
484966,resources/real_fg_memory_images/fg5.jpg,Young,2,artificial,Post,21,Neutral,artificial,21,0
484966,resources/real_fg_memory_images/fg6.jpg,Young,3,artificial,Post,21,Neutral,artificial,21,0
484966,resources/real_fg_memory_images/fg6.jpg,Young,4,artificial,Pre,21,Neutral,artificial,21,0
484966,resources/real_fg_memory_images/orig20.jpg,Young,0,real,Post,21,Neutral,real,21,0
484966,resources/real_fg_memory_images/orig20.jpg,Young,4,real,Pre,21,Neutral,real,21,0
484966,resources/real_fg_memory_images/orig22.jpg,Young,5,real,Pre,21,Neutral,real,21,0
484966,resources/real_fg_memory_images/orig22.jpg,Young,5,real,Post,21,Neutral,real,21,0
484966,resources/real_fg_memory_images/orig25.jpg,Young,7,real,Post,21,Scam,real,21,0
484966,resources/real_fg_memory_images/orig25.jpg,Young,7,real,Pre,21,Scam,real,21,0
485618,resources/real_fg_memory_images/fg10.jpg,Young,5,artificial,Pre,31,Neutral,artificial,31,0
485618,resources/real_fg_memory_images/fg10.jpg,Young,3,artificial,Post,31,Neutral,artificial,31,0
485618,resources/real_fg_memory_images/fg2.jpg,Young,3,artificial,Post,31,Scam,artificial,31,0
485618,resources/real_fg_memory_images/fg2.jpg,Young,4,artificial,Pre,31,Scam,artificial,31,0
485618,resources/real_fg_memory_images/fg6.jpg,Young,2,artificial,Pre,31,Scam,artificial,31,0
485618,resources/real_fg_memory_images/fg6.jpg,Young,3,artificial,Post,31,Scam,artificial,31,0
487325,resources/real_fg_memory_images/fg19.jpg,Young,6,artificial,Post,24,Scam,artificial,24,0
487325,resources/real_fg_memory_images/fg19.jpg,Young,4,artificial,Pre,24,Scam,artificial,24,0
487325,resources/real_fg_memory_images/fg21.jpg,Young,6,artificial,Pre,24,Scam,artificial,24,0
487325,resources/real_fg_memory_images/fg21.jpg,Young,5,artificial,Post,24,Scam,artificial,24,0
487325,resources/real_fg_memory_images/fg23.jpg,Young,3,artificial,Post,24,Scam,artificial,24,0
487325,resources/real_fg_memory_images/fg23.jpg,Young,7,artificial,Pre,24,Scam,artificial,24,0
487325,resources/real_fg_memory_images/fg25.jpg,Young,6,artificial,Post,24,Neutral,artificial,24,0
487325,resources/real_fg_memory_images/fg25.jpg,Young,3,artificial,Pre,24,Neutral,artificial,24,0
487325,resources/real_fg_memory_images/fg30.jpg,Young,3,artificial,Post,24,Neutral,artificial,24,0
487325,resources/real_fg_memory_images/fg30.jpg,Young,5,artificial,Pre,24,Neutral,artificial,24,0
487325,resources/real_fg_memory_images/orig5.jpg,Young,4,real,Pre,24,Scam,real,24,0
487325,resources/real_fg_memory_images/orig5.jpg,Young,6,real,Post,24,Scam,real,24,0
487325,resources/real_fg_memory_images/orig6.jpg,Young,6,real,Pre,24,Scam,real,24,0
487325,resources/real_fg_memory_images/orig6.jpg,Young,7,real,Post,24,Scam,real,24,0
502058,resources/real_fg_memory_images/fg11.jpg,Young,7,artificial,Pre,21,Scam,artificial,21,0
502058,resources/real_fg_memory_images/fg11.jpg,Young,5,artificial,Post,21,Scam,artificial,21,0
502058,resources/real_fg_memory_images/fg12.jpg,Young,5,artificial,Pre,21,Scam,artificial,21,0
502058,resources/real_fg_memory_images/fg12.jpg,Young,7,artificial,Post,21,Scam,artificial,21,0
502058,resources/real_fg_memory_images/fg2.jpg,Young,6,artificial,Pre,21,Neutral,artificial,21,0
502058,resources/real_fg_memory_images/fg2.jpg,Young,9,artificial,Post,21,Neutral,artificial,21,0
502058,resources/real_fg_memory_images/orig21.jpg,Young,5,real,Post,21,Neutral,real,21,0
502058,resources/real_fg_memory_images/orig21.jpg,Young,5,real,Pre,21,Neutral,real,21,0
502058,resources/real_fg_memory_images/orig22.jpg,Young,8,real,Pre,21,Neutral,real,21,0
502058,resources/real_fg_memory_images/orig22.jpg,Young,5,real,Post,21,Neutral,real,21,0
502058,resources/real_fg_memory_images/orig23.jpg,Young,7,real,Post,21,Neutral,real,21,0
502058,resources/real_fg_memory_images/orig23.jpg,Young,6,real,Pre,21,Neutral,real,21,0
502058,resources/real_fg_memory_images/orig25.jpg,Young,5,real,Pre,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig25.jpg,Young,7,real,Post,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig26.jpg,Young,6,real,Pre,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig26.jpg,Young,6,real,Post,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig27.jpg,Young,4,real,Post,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig27.jpg,Young,2,real,Pre,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig28.jpg,Young,3,real,Pre,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig28.jpg,Young,8,real,Post,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig29.jpg,Young,7,real,Post,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig29.jpg,Young,6,real,Pre,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig30.jpg,Young,7,real,Pre,21,Scam,real,21,0
502058,resources/real_fg_memory_images/orig30.jpg,Young,5,real,Post,21,Scam,real,21,0
511,resources/real_fg_memory_images/fg25.jpg,Young,2,artificial,Post,27,Neutral,artificial,27,0
511,resources/real_fg_memory_images/fg25.jpg,Young,3,artificial,Pre,27,Neutral,artificial,27,0
511,resources/real_fg_memory_images/fg26.jpg,Young,4,artificial,Post,27,Neutral,artificial,27,0
511,resources/real_fg_memory_images/fg26.jpg,Young,5,artificial,Pre,27,Neutral,artificial,27,0
511,resources/real_fg_memory_images/fg27.jpg,Young,8,artificial,Pre,27,Neutral,artificial,27,0
511,resources/real_fg_memory_images/fg27.jpg,Young,5,artificial,Post,27,Neutral,artificial,27,0
511,resources/real_fg_memory_images/fg29.jpg,Young,3,artificial,Post,27,Neutral,artificial,27,0
511,resources/real_fg_memory_images/fg29.jpg,Young,9,artificial,Pre,27,Neutral,artificial,27,0
511,resources/real_fg_memory_images/orig1.jpg,Young,4,real,Post,27,Scam,real,27,0
511,resources/real_fg_memory_images/orig1.jpg,Young,4,real,Pre,27,Scam,real,27,0
511,resources/real_fg_memory_images/orig10.jpg,Young,4,real,Pre,27,Neutral,real,27,0
511,resources/real_fg_memory_images/orig10.jpg,Young,6,real,Post,27,Neutral,real,27,0
511,resources/real_fg_memory_images/orig12.jpg,Young,3,real,Pre,27,Neutral,real,27,0
511,resources/real_fg_memory_images/orig12.jpg,Young,3,real,Post,27,Neutral,real,27,0
511,resources/real_fg_memory_images/orig6.jpg,Young,3,real,Pre,27,Scam,real,27,0
511,resources/real_fg_memory_images/orig6.jpg,Young,6,real,Post,27,Scam,real,27,0
511,resources/real_fg_memory_images/orig7.jpg,Young,3,real,Pre,27,Neutral,real,27,0
511,resources/real_fg_memory_images/orig7.jpg,Young,1,real,Post,27,Neutral,real,27,0
511,resources/real_fg_memory_images/orig8.jpg,Young,5,real,Post,27,Neutral,real,27,0
511,resources/real_fg_memory_images/orig8.jpg,Young,3,real,Pre,27,Neutral,real,27,0
511,resources/real_fg_memory_images/orig9.jpg,Young,3,real,Pre,27,Neutral,real,27,0
511,resources/real_fg_memory_images/orig9.jpg,Young,8,real,Post,27,Neutral,real,27,0
519824,resources/real_fg_memory_images/fg21.jpg,Young,6,artificial,Pre,27,Scam,artificial,27,0
519824,resources/real_fg_memory_images/fg21.jpg,Young,7,artificial,Post,27,Scam,artificial,27,0
519824,resources/real_fg_memory_images/fg23.jpg,Young,2,artificial,Pre,27,Scam,artificial,27,0
519824,resources/real_fg_memory_images/fg23.jpg,Young,0,artificial,Post,27,Scam,artificial,27,0
519824,resources/real_fg_memory_images/fg24.jpg,Young,4,artificial,Pre,27,Scam,artificial,27,0
519824,resources/real_fg_memory_images/fg24.jpg,Young,3,artificial,Post,27,Scam,artificial,27,0
519824,resources/real_fg_memory_images/fg25.jpg,Young,4,artificial,Post,27,Neutral,artificial,27,0
519824,resources/real_fg_memory_images/fg25.jpg,Young,2,artificial,Pre,27,Neutral,artificial,27,0
519824,resources/real_fg_memory_images/fg27.jpg,Young,0,artificial,Post,27,Neutral,artificial,27,0
519824,resources/real_fg_memory_images/fg27.jpg,Young,2,artificial,Pre,27,Neutral,artificial,27,0
519824,resources/real_fg_memory_images/fg28.jpg,Young,8,artificial,Pre,27,Neutral,artificial,27,0
519824,resources/real_fg_memory_images/fg28.jpg,Young,6,artificial,Post,27,Neutral,artificial,27,0
519824,resources/real_fg_memory_images/fg29.jpg,Young,3,artificial,Post,27,Neutral,artificial,27,0
519824,resources/real_fg_memory_images/fg29.jpg,Young,5,artificial,Pre,27,Neutral,artificial,27,0
519824,resources/real_fg_memory_images/orig1.jpg,Young,4,real,Post,27,Scam,real,27,0
519824,resources/real_fg_memory_images/orig1.jpg,Young,4,real,Pre,27,Scam,real,27,0
519824,resources/real_fg_memory_images/orig10.jpg,Young,3,real,Post,27,Neutral,real,27,0
519824,resources/real_fg_memory_images/orig10.jpg,Young,2,real,Pre,27,Neutral,real,27,0
519824,resources/real_fg_memory_images/orig11.jpg,Young,7,real,Pre,27,Neutral,real,27,0
519824,resources/real_fg_memory_images/orig11.jpg,Young,3,real,Post,27,Neutral,real,27,0
519824,resources/real_fg_memory_images/orig12.jpg,Young,5,real,Post,27,Neutral,real,27,0
519824,resources/real_fg_memory_images/orig12.jpg,Young,5,real,Pre,27,Neutral,real,27,0
519824,resources/real_fg_memory_images/orig2.jpg,Young,6,real,Pre,27,Scam,real,27,0
519824,resources/real_fg_memory_images/orig2.jpg,Young,5,real,Post,27,Scam,real,27,0
519824,resources/real_fg_memory_images/orig4.jpg,Young,5,real,Post,27,Scam,real,27,0
519824,resources/real_fg_memory_images/orig4.jpg,Young,6,real,Pre,27,Scam,real,27,0
519824,resources/real_fg_memory_images/orig6.jpg,Young,7,real,Pre,27,Scam,real,27,0
519824,resources/real_fg_memory_images/orig6.jpg,Young,8,real,Post,27,Scam,real,27,0
519824,resources/real_fg_memory_images/orig7.jpg,Young,5,real,Post,27,Neutral,real,27,0
519824,resources/real_fg_memory_images/orig7.jpg,Young,5,real,Pre,27,Neutral,real,27,0
527939,resources/real_fg_memory_images/fg25.jpg,Young,6,artificial,Pre,28,Scam,artificial,28,0
527939,resources/real_fg_memory_images/fg25.jpg,Young,6,artificial,Post,28,Scam,artificial,28,0
527939,resources/real_fg_memory_images/fg26.jpg,Young,6,artificial,Pre,28,Scam,artificial,28,0
527939,resources/real_fg_memory_images/fg26.jpg,Young,5,artificial,Post,28,Scam,artificial,28,0
527939,resources/real_fg_memory_images/fg30.jpg,Young,6,artificial,Post,28,Scam,artificial,28,0
527939,resources/real_fg_memory_images/fg30.jpg,Young,7,artificial,Pre,28,Scam,artificial,28,0
527939,resources/real_fg_memory_images/orig1.jpg,Young,2,real,Pre,28,Neutral,real,28,0
527939,resources/real_fg_memory_images/orig1.jpg,Young,5,real,Post,28,Neutral,real,28,0
527939,resources/real_fg_memory_images/orig6.jpg,Young,8,real,Pre,28,Neutral,real,28,0
527939,resources/real_fg_memory_images/orig6.jpg,Young,9,real,Post,28,Neutral,real,28,0
527939,resources/real_fg_memory_images/orig7.jpg,Young,4,real,Pre,28,Scam,real,28,0
527939,resources/real_fg_memory_images/orig7.jpg,Young,6,real,Post,28,Scam,real,28,0
545017,resources/real_fg_memory_images/fg10.jpg,Young,6,artificial,Post,30,Neutral,artificial,30,0
545017,resources/real_fg_memory_images/fg10.jpg,Young,5,artificial,Pre,30,Neutral,artificial,30,0
545017,resources/real_fg_memory_images/fg12.jpg,Young,3,artificial,Pre,30,Neutral,artificial,30,0
545017,resources/real_fg_memory_images/fg12.jpg,Young,6,artificial,Post,30,Neutral,artificial,30,0
545017,resources/real_fg_memory_images/fg7.jpg,Young,4,artificial,Pre,30,Neutral,artificial,30,0
545017,resources/real_fg_memory_images/fg7.jpg,Young,3,artificial,Post,30,Neutral,artificial,30,0
545017,resources/real_fg_memory_images/fg9.jpg,Young,5,artificial,Post,30,Neutral,artificial,30,0
545017,resources/real_fg_memory_images/fg9.jpg,Young,1,artificial,Pre,30,Neutral,artificial,30,0
545017,resources/real_fg_memory_images/orig21.jpg,Young,4,real,Pre,30,Scam,real,30,0
545017,resources/real_fg_memory_images/orig21.jpg,Young,3,real,Post,30,Scam,real,30,0
545017,resources/real_fg_memory_images/orig23.jpg,Young,6,real,Post,30,Scam,real,30,0
545017,resources/real_fg_memory_images/orig23.jpg,Young,5,real,Pre,30,Scam,real,30,0
545017,resources/real_fg_memory_images/orig24.jpg,Young,8,real,Post,30,Scam,real,30,0
545017,resources/real_fg_memory_images/orig24.jpg,Young,6,real,Pre,30,Scam,real,30,0
559091,resources/real_fg_memory_images/fg19.jpg,Young,2,artificial,Pre,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg19.jpg,Young,2,artificial,Post,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg20.jpg,Young,2,artificial,Post,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg20.jpg,Young,1,artificial,Pre,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg21.jpg,Young,2,artificial,Pre,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg21.jpg,Young,2,artificial,Post,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg23.jpg,Young,2,artificial,Post,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg23.jpg,Young,2,artificial,Pre,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg24.jpg,Young,2,artificial,Post,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg24.jpg,Young,3,artificial,Pre,29,Scam,artificial,29,0
559091,resources/real_fg_memory_images/fg27.jpg,Young,3,artificial,Pre,29,Neutral,artificial,29,0
559091,resources/real_fg_memory_images/fg27.jpg,Young,2,artificial,Post,29,Neutral,artificial,29,0
