"","participant","label2","Time","Type","textbox_comp.text"
"620","503785","None","Pre","real",7.33333333333333
"621","503785","Scam","Post","artificial",3
"622","503785","Scam","Post","real",3
"623","503785","Scam","Pre","artificial",3.66666666666667
"624","503785","Scam","Pre","real",5.33333333333333
"625","506315","Neutral","Post","artificial",5.16666666666667
"626","506315","Neutral","Post","real",6.5
"627","506315","Neutral","Pre","artificial",5
"628","506315","Neutral","Pre","real",6.16666666666667
"629","506315","None","Post","artificial",5.83333333333333
"630","506315","None","Post","real",5.66666666666667
"631","506315","None","Pre","artificial",6.66666666666667
"632","506315","None","Pre","real",6
"633","506315","Scam","Post","artificial",5
"634","506315","Scam","Post","real",4.66666666666667
"635","506315","Scam","Pre","artificial",5.83333333333333
"636","506315","Scam","Pre","real",4.5
"637","508691","Neutral","Post","artificial",4.66666666666667
"638","508691","Neutral","Post","real",6.83333333333333
"639","508691","Neutral","Pre","artificial",6.66666666666667
"640","508691","Neutral","Pre","real",6.5
"641","508691","None","Post","artificial",7.16666666666667
"642","508691","None","Post","real",6.16666666666667
"643","508691","None","Pre","artificial",7.33333333333333
"644","508691","None","Pre","real",6.66666666666667
"645","508691","Scam","Post","artificial",4.83333333333333
"646","508691","Scam","Post","real",4.33333333333333
"647","508691","Scam","Pre","artificial",6.66666666666667
"648","508691","Scam","Pre","real",6.33333333333333
"649","509472","Neutral","Post","artificial",7.33333333333333
"650","509472","Neutral","Post","real",5.5
"651","509472","Neutral","Pre","artificial",5.33333333333333
"652","509472","Neutral","Pre","real",4.66666666666667
"653","509472","None","Post","artificial",6.83333333333333
"654","509472","None","Post","real",8.83333333333333
"655","509472","None","Pre","artificial",5.66666666666667
"656","509472","None","Pre","real",5.66666666666667
"657","509472","Scam","Post","artificial",8.83333333333333
"658","509472","Scam","Post","real",4.83333333333333
"659","509472","Scam","Pre","artificial",5.83333333333333
"660","509472","Scam","Pre","real",3.83333333333333
"661","523872","Neutral","Post","artificial",7.16666666666667
"662","523872","Neutral","Post","real",7.5
"663","523872","Neutral","Pre","artificial",6.5
"664","523872","Neutral","Pre","real",7
"665","523872","None","Post","artificial",7.5
"666","523872","None","Post","real",7.33333333333333
"667","523872","None","Pre","artificial",6.66666666666667
"668","523872","None","Pre","real",7
"669","523872","Scam","Post","artificial",6.83333333333333
"670","523872","Scam","Post","real",6.83333333333333
"671","523872","Scam","Pre","artificial",6.5
"672","523872","Scam","Pre","real",6.83333333333333
"673","535499","Neutral","Post","artificial",5.5
"674","535499","Neutral","Post","real",5.83333333333333
"675","535499","Neutral","Pre","artificial",6.16666666666667
"676","535499","Neutral","Pre","real",4.16666666666667
"677","535499","None","Post","artificial",6.83333333333333
"678","535499","None","Post","real",6.5
"679","535499","None","Pre","artificial",5.33333333333333
"680","535499","None","Pre","real",7.33333333333333
"681","535499","Scam","Post","artificial",4.83333333333333
"682","535499","Scam","Post","real",3.66666666666667
"683","535499","Scam","Pre","artificial",4.83333333333333
"684","535499","Scam","Pre","real",5.5
"685","552126","Neutral","Post","artificial",4
"686","552126","Neutral","Post","real",2.83333333333333
"687","552126","Neutral","Pre","artificial",2.66666666666667
"688","552126","Neutral","Pre","real",2.66666666666667
"689","552126","None","Post","artificial",3.83333333333333
"690","552126","None","Post","real",4.16666666666667
"691","552126","None","Pre","artificial",4.66666666666667
"692","552126","None","Pre","real",4.66666666666667
"693","552126","Scam","Post","artificial",5.5
"694","552126","Scam","Post","real",0.666666666666667
"695","552126","Scam","Pre","artificial",4.83333333333333
"696","552126","Scam","Pre","real",1
"697","569229","Neutral","Post","artificial",4.5
"698","569229","Neutral","Post","real",7.16666666666667
"699","569229","Neutral","Pre","artificial",4.83333333333333
"700","569229","Neutral","Pre","real",4.5
"701","569229","None","Post","artificial",6
"702","569229","None","Post","real",4.66666666666667
"703","569229","None","Pre","artificial",5.83333333333333
"704","569229","None","Pre","real",4.66666666666667
"705","569229","Scam","Post","artificial",4.33333333333333
"706","569229","Scam","Post","real",5
"707","569229","Scam","Pre","artificial",5.66666666666667
"708","569229","Scam","Pre","real",5.83333333333333
"709","624497","Neutral","Post","artificial",6.33333333333333
"710","624497","Neutral","Post","real",5
"711","624497","Neutral","Pre","artificial",5.33333333333333
"712","624497","Neutral","Pre","real",5.16666666666667
"713","624497","None","Post","artificial",6.5
"714","624497","None","Post","real",4.33333333333333
"715","624497","None","Pre","artificial",5.83333333333333
"716","624497","None","Pre","real",4.16666666666667
"717","624497","Scam","Post","artificial",5
"718","624497","Scam","Post","real",4.16666666666667
"719","624497","Scam","Pre","artificial",3.83333333333333
"720","624497","Scam","Pre","real",4.16666666666667
"721","630358","Neutral","Post","artificial",6.33333333333333
"722","630358","Neutral","Post","real",3.66666666666667
"723","630358","Neutral","Pre","artificial",6.66666666666667
"724","630358","Neutral","Pre","real",3.5
"725","630358","None","Post","artificial",6.5
"726","630358","None","Post","real",5.83333333333333
"727","630358","None","Pre","artificial",6.5
"728","630358","None","Pre","real",6.16666666666667
"729","630358","Scam","Post","artificial",4.83333333333333
"730","630358","Scam","Post","real",4.33333333333333
"731","630358","Scam","Pre","artificial",5.16666666666667
"732","630358","Scam","Pre","real",5.16666666666667
"733","682144","Neutral","Post","artificial",6.83333333333333
"734","682144","Neutral","Post","real",6.33333333333333
"735","682144","Neutral","Pre","artificial",6.5
"736","682144","Neutral","Pre","real",6.33333333333333
"737","682144","None","Post","artificial",6.16666666666667
"738","682144","None","Post","real",7
"739","682144","None","Pre","artificial",6.33333333333333
"740","682144","None","Pre","real",6.33333333333333
"741","682144","Scam","Post","artificial",5.66666666666667
"742","682144","Scam","Post","real",5.66666666666667
"743","682144","Scam","Pre","artificial",6.83333333333333
"744","682144","Scam","Pre","real",6.5
"745","685613","Neutral","Post","artificial",4.16666666666667
"746","685613","Neutral","Post","real",6.66666666666667
"747","685613","Neutral","Pre","artificial",5.5
"748","685613","Neutral","Pre","real",6.5
"749","685613","None","Post","artificial",5.83333333333333
"750","685613","None","Post","real",6
"751","685613","None","Pre","artificial",5.83333333333333
"752","685613","None","Pre","real",7
"753","685613","Scam","Post","artificial",5.66666666666667
"754","685613","Scam","Post","real",4.83333333333333
"755","685613","Scam","Pre","artificial",6.33333333333333
"756","685613","Scam","Pre","real",6.66666666666667
"757","697612","Neutral","Post","artificial",7.16666666666667
"758","697612","Neutral","Post","real",7.5
"759","697612","Neutral","Pre","artificial",5.66666666666667
"760","697612","Neutral","Pre","real",4.33333333333333
"761","697612","None","Post","artificial",3.33333333333333
"762","697612","None","Post","real",7.16666666666667
"763","697612","None","Pre","artificial",5.5
"764","697612","None","Pre","real",6.33333333333333
"765","697612","Scam","Post","artificial",4.66666666666667
"766","697612","Scam","Post","real",2.66666666666667
"767","697612","Scam","Pre","artificial",5.33333333333333
"768","697612","Scam","Pre","real",5.5
"769","708309","Neutral","Post","artificial",7
"770","708309","Neutral","Post","real",7.66666666666667
"771","708309","Neutral","Pre","artificial",7.16666666666667
"772","708309","Neutral","Pre","real",7.5
"773","708309","None","Post","artificial",7.83333333333333
"774","708309","None","Post","real",6.16666666666667
"775","708309","None","Pre","artificial",7.16666666666667
"776","708309","None","Pre","real",6.83333333333333
"777","708309","Scam","Post","artificial",7
"778","708309","Scam","Post","real",6.83333333333333
"779","708309","Scam","Pre","artificial",5.83333333333333
"780","708309","Scam","Pre","real",7
"781","708983","Neutral","Post","artificial",3.16666666666667
"782","708983","Neutral","Post","real",3.16666666666667
"783","708983","Neutral","Pre","artificial",3.33333333333333
"784","708983","Neutral","Pre","real",2.33333333333333
"785","708983","None","Post","artificial",3.66666666666667
"786","708983","None","Post","real",4.66666666666667
"787","708983","None","Pre","artificial",4.16666666666667
"788","708983","None","Pre","real",3.5
"789","708983","Scam","Post","artificial",2.83333333333333
"790","708983","Scam","Post","real",3.5
"791","708983","Scam","Pre","artificial",2.33333333333333
"792","708983","Scam","Pre","real",3
"793","722296","Neutral","Post","artificial",3.33333333333333
"794","722296","Neutral","Post","real",5
"795","722296","Neutral","Pre","artificial",5.16666666666667
"796","722296","Neutral","Pre","real",1.66666666666667
"797","722296","None","Post","artificial",5
"798","722296","None","Post","real",5
"799","722296","None","Pre","artificial",5
"800","722296","None","Pre","real",5
"801","722296","Scam","Post","artificial",6.66666666666667
"802","722296","Scam","Post","real",3.33333333333333
"803","722296","Scam","Pre","artificial",1.66666666666667
"804","722296","Scam","Pre","real",5
"805","730953","Neutral","Post","artificial",3.83333333333333
"806","730953","Neutral","Post","real",5
"807","730953","Neutral","Pre","artificial",5.5
"808","730953","Neutral","Pre","real",5.83333333333333
"809","730953","None","Post","artificial",4.33333333333333
"810","730953","None","Post","real",5.33333333333333
"811","730953","None","Pre","artificial",6.16666666666667
"812","730953","None","Pre","real",6
"813","730953","Scam","Post","artificial",4.33333333333333
"814","730953","Scam","Post","real",5.5
"815","730953","Scam","Pre","artificial",6.5
"816","730953","Scam","Pre","real",5.66666666666667
"817","733839","Neutral","Post","artificial",5.83333333333333
"818","733839","Neutral","Post","real",7.33333333333333
"819","733839","Neutral","Pre","artificial",4.16666666666667
"820","733839","Neutral","Pre","real",6
"821","733839","None","Post","artificial",7
"822","733839","None","Post","real",6.33333333333333
"823","733839","None","Pre","artificial",6.5
"824","733839","None","Pre","real",6.16666666666667
"825","733839","Scam","Post","artificial",5.33333333333333
"826","733839","Scam","Post","real",6.33333333333333
"827","733839","Scam","Pre","artificial",4.66666666666667
"828","733839","Scam","Pre","real",4.83333333333333
"829","735788","Neutral","Post","artificial",3.66666666666667
"830","735788","Neutral","Post","real",5.66666666666667
"831","735788","Neutral","Pre","artificial",5
"832","735788","Neutral","Pre","real",4.5
"833","735788","None","Post","artificial",4.83333333333333
"834","735788","None","Post","real",5
"835","735788","None","Pre","artificial",5.33333333333333
"836","735788","None","Pre","real",4.66666666666667
"837","735788","Scam","Post","artificial",3
"838","735788","Scam","Post","real",3.33333333333333
"839","735788","Scam","Pre","artificial",4.16666666666667
"840","735788","Scam","Pre","real",3.66666666666667
"841","757918","Neutral","Post","artificial",4.83333333333333
"842","757918","Neutral","Post","real",6
"843","757918","Neutral","Pre","artificial",3.66666666666667
"844","757918","Neutral","Pre","real",5.33333333333333
"845","757918","None","Post","artificial",5.83333333333333
"846","757918","None","Post","real",5
"847","757918","None","Pre","artificial",5
"848","757918","None","Pre","real",4.33333333333333
"849","757918","Scam","Post","artificial",4.83333333333333
"850","757918","Scam","Post","real",5.5
"851","757918","Scam","Pre","artificial",4.16666666666667
"852","757918","Scam","Pre","real",4.16666666666667
"853","773358","Neutral","Post","artificial",7
"854","773358","Neutral","Post","real",6.83333333333333
"855","773358","Neutral","Pre","artificial",4.5
"856","773358","Neutral","Pre","real",4
"857","773358","None","Post","artificial",7.16666666666667
"858","773358","None","Post","real",5.66666666666667
"859","773358","None","Pre","artificial",4.16666666666667
"860","773358","None","Pre","real",4.33333333333333
"861","773358","Scam","Post","artificial",6
"862","773358","Scam","Post","real",5.83333333333333
"863","773358","Scam","Pre","artificial",4.33333333333333
"864","773358","Scam","Pre","real",4.16666666666667
"865","788109","Neutral","Post","artificial",4.5
"866","788109","Neutral","Post","real",4.16666666666667
"867","788109","Neutral","Pre","artificial",4.66666666666667
"868","788109","Neutral","Pre","real",5.5
"869","788109","None","Post","artificial",4
"870","788109","None","Post","real",6
"871","788109","None","Pre","artificial",5
"872","788109","None","Pre","real",5.33333333333333
"873","788109","Scam","Post","artificial",3.33333333333333
"874","788109","Scam","Post","real",2.83333333333333
"875","788109","Scam","Pre","artificial",4.33333333333333
"876","788109","Scam","Pre","real",5.83333333333333
"877","800151","Neutral","Post","artificial",6
"878","800151","Neutral","Post","real",7.33333333333333
"879","800151","Neutral","Pre","artificial",6
"880","800151","Neutral","Pre","real",6.33333333333333
"881","800151","None","Post","artificial",6.66666666666667
"882","800151","None","Post","real",7.33333333333333
"883","800151","None","Pre","artificial",6.33333333333333
"884","800151","None","Pre","real",7.83333333333333
"885","800151","Scam","Post","artificial",6.83333333333333
"886","800151","Scam","Post","real",6.66666666666667
"887","800151","Scam","Pre","artificial",6.16666666666667
"888","800151","Scam","Pre","real",6
"889","814543","Neutral","Post","artificial",6.16666666666667
"890","814543","Neutral","Post","real",4.5
"891","814543","Neutral","Pre","artificial",5.33333333333333
"892","814543","Neutral","Pre","real",5.33333333333333
"893","814543","None","Post","artificial",5.5
"894","814543","None","Post","real",4.16666666666667
"895","814543","None","Pre","artificial",5.16666666666667
"896","814543","None","Pre","real",5.5
"897","814543","Scam","Post","artificial",4.83333333333333
"898","814543","Scam","Post","real",4.33333333333333
"899","814543","Scam","Pre","artificial",5
"900","814543","Scam","Pre","real",5.5
"901","840605","Neutral","Post","artificial",4.33333333333333
"902","840605","Neutral","Post","real",4.16666666666667
"903","840605","Neutral","Pre","artificial",5.33333333333333
"904","840605","Neutral","Pre","real",4.66666666666667
"905","840605","None","Post","artificial",4.33333333333333
"906","840605","None","Post","real",4.5
"907","840605","None","Pre","artificial",4.66666666666667
"908","840605","None","Pre","real",4
"909","840605","Scam","Post","artificial",0.5
"910","840605","Scam","Post","real",1
"911","840605","Scam","Pre","artificial",4.33333333333333
"912","840605","Scam","Pre","real",3
"913","840987","Neutral","Post","artificial",4.33333333333333
"914","840987","Neutral","Post","real",6.16666666666667
"915","840987","Neutral","Pre","artificial",4.66666666666667
"916","840987","Neutral","Pre","real",6.5
"917","840987","None","Post","artificial",7.5
"918","840987","None","Post","real",5.66666666666667
"919","840987","None","Pre","artificial",6.66666666666667
"920","840987","None","Pre","real",5.5
"921","840987","Scam","Post","artificial",5.5
"922","840987","Scam","Post","real",4.83333333333333
"923","840987","Scam","Pre","artificial",5.33333333333333
"924","840987","Scam","Pre","real",6.33333333333333
"925","855924","Neutral","Post","artificial",7.66666666666667
"926","855924","Neutral","Post","real",6.5
"927","855924","Neutral","Pre","artificial",7.83333333333333
"928","855924","Neutral","Pre","real",6.66666666666667
"929","855924","None","Post","artificial",8.66666666666667
"930","855924","None","Post","real",7.5
"931","855924","None","Pre","artificial",8.66666666666667
"932","855924","None","Pre","real",7.33333333333333
"933","855924","Scam","Post","artificial",7.66666666666667
"934","855924","Scam","Post","real",7.33333333333333
"935","855924","Scam","Pre","artificial",7
"936","855924","Scam","Pre","real",7.5
"937","860349","Neutral","Post","artificial",7.33333333333333
"938","860349","Neutral","Post","real",6.66666666666667
"939","860349","Neutral","Pre","artificial",7
"940","860349","Neutral","Pre","real",5.66666666666667
"941","860349","None","Post","artificial",7
"942","860349","None","Post","real",7
"943","860349","None","Pre","artificial",6.83333333333333
"944","860349","None","Pre","real",6.5
"945","860349","Scam","Post","artificial",6.66666666666667
"946","860349","Scam","Post","real",6.33333333333333
"947","860349","Scam","Pre","artificial",6.16666666666667
"948","860349","Scam","Pre","real",5.83333333333333
"949","864771","Neutral","Post","artificial",6.16666666666667
"950","864771","Neutral","Post","real",8.33333333333333
"951","864771","Neutral","Pre","artificial",4.66666666666667
"952","864771","Neutral","Pre","real",5.66666666666667
"953","864771","None","Post","artificial",6.16666666666667
"954","864771","None","Post","real",6.16666666666667
"955","864771","None","Pre","artificial",5
"956","864771","None","Pre","real",5.16666666666667
"957","864771","Scam","Post","artificial",2.83333333333333
"958","864771","Scam","Post","real",3.83333333333333
"959","864771","Scam","Pre","artificial",4.33333333333333
"960","864771","Scam","Pre","real",5.5
"961","864828","Neutral","Post","artificial",5.83333333333333
"962","864828","Neutral","Post","real",5.83333333333333
"963","864828","Neutral","Pre","artificial",4
"964","864828","Neutral","Pre","real",5.5
"965","864828","None","Post","artificial",5
"966","864828","None","Post","real",7.16666666666667
"967","864828","None","Pre","artificial",4.83333333333333
"968","864828","None","Pre","real",6.16666666666667
"969","864828","Scam","Post","artificial",6
"970","864828","Scam","Post","real",6.16666666666667
"971","864828","Scam","Pre","artificial",5.16666666666667
"972","864828","Scam","Pre","real",5.5
"973","870665","Neutral","Post","artificial",3.66666666666667
"974","870665","Neutral","Post","real",4.16666666666667
"975","870665","Neutral","Pre","artificial",2.83333333333333
"976","870665","Neutral","Pre","real",5.33333333333333
"977","870665","None","Post","artificial",4.83333333333333
"978","870665","None","Post","real",3.83333333333333
"979","870665","None","Pre","artificial",4.83333333333333
"980","870665","None","Pre","real",4.83333333333333
"981","870665","Scam","Post","artificial",1.5
"982","870665","Scam","Post","real",3.16666666666667
"983","870665","Scam","Pre","artificial",4.33333333333333
"984","870665","Scam","Pre","real",5.66666666666667
"985","877791","Neutral","Post","artificial",5
"986","877791","Neutral","Post","real",4.83333333333333
"987","877791","Neutral","Pre","artificial",5.16666666666667
"988","877791","Neutral","Pre","real",5.33333333333333
"989","877791","None","Post","artificial",4.33333333333333
"990","877791","None","Post","real",5
"991","877791","None","Pre","artificial",6.33333333333333
"992","877791","None","Pre","real",6
"993","877791","Scam","Post","artificial",4.83333333333333
"994","877791","Scam","Post","real",4.33333333333333
"995","877791","Scam","Pre","artificial",4.8
"996","877791","Scam","Pre","real",5.5
"997","883897","Neutral","Post","artificial",5.33333333333333
"998","883897","Neutral","Post","real",5.83333333333333
"999","883897","Neutral","Pre","artificial",6.66666666666667
"1000","883897","Neutral","Pre","real",7
"1001","883897","None","Post","artificial",5.16666666666667
"1002","883897","None","Post","real",4.5
"1003","883897","None","Pre","artificial",6.5
"1004","883897","None","Pre","real",5.66666666666667
"1005","883897","Scam","Post","artificial",3.33333333333333
"1006","883897","Scam","Post","real",7.66666666666667
"1007","883897","Scam","Pre","artificial",5.33333333333333
"1008","883897","Scam","Pre","real",7.16666666666667
"1009","891997","Neutral","Post","artificial",2.5
"1010","891997","Neutral","Post","real",3.33333333333333
"1011","891997","Neutral","Pre","artificial",3.16666666666667
"1012","891997","Neutral","Pre","real",4.16666666666667
"1013","891997","None","Post","artificial",1.83333333333333
"1014","891997","None","Post","real",2.5
"1015","891997","None","Pre","artificial",4.66666666666667
"1016","891997","None","Pre","real",6
"1017","891997","Scam","Post","artificial",2.83333333333333
"1018","891997","Scam","Post","real",3.66666666666667
"1019","891997","Scam","Pre","artificial",4.66666666666667
"1020","891997","Scam","Pre","real",4.83333333333333
"1021","895545","Neutral","Post","artificial",4.33333333333333
"1022","895545","Neutral","Post","real",5.66666666666667
"1023","895545","Neutral","Pre","artificial",4.16666666666667
"1024","895545","Neutral","Pre","real",6.66666666666667
"1025","895545","None","Post","artificial",5.66666666666667
"1026","895545","None","Post","real",6
"1027","895545","None","Pre","artificial",6.16666666666667
"1028","895545","None","Pre","real",4.66666666666667
"1029","895545","Scam","Post","artificial",3
"1030","895545","Scam","Post","real",4.66666666666667
"1031","895545","Scam","Pre","artificial",2.83333333333333
"1032","895545","Scam","Pre","real",5.33333333333333
"1033","899929","Neutral","Post","artificial",6.16666666666667
"1034","899929","Neutral","Post","real",4.5
"1035","899929","Neutral","Pre","artificial",6.66666666666667
"1036","899929","Neutral","Pre","real",5.16666666666667
"1037","899929","None","Post","artificial",4
"1038","899929","None","Post","real",5.16666666666667
"1039","899929","None","Pre","artificial",5.33333333333333
"1040","899929","None","Pre","real",6
"1041","899929","Scam","Post","artificial",3.66666666666667
"1042","899929","Scam","Post","real",3.33333333333333
"1043","899929","Scam","Pre","artificial",5.16666666666667
"1044","899929","Scam","Pre","real",5.66666666666667
"1045","909530","Neutral","Post","artificial",6.16666666666667
"1046","909530","Neutral","Post","real",6.16666666666667
"1047","909530","Neutral","Pre","artificial",6.33333333333333
"1048","909530","Neutral","Pre","real",6.16666666666667
"1049","909530","None","Post","artificial",5.83333333333333
"1050","909530","None","Post","real",6
"1051","909530","None","Pre","artificial",7.16666666666667
"1052","909530","None","Pre","real",6.66666666666667
"1053","909530","Scam","Post","artificial",4.66666666666667
"1054","909530","Scam","Post","real",5.16666666666667
"1055","909530","Scam","Pre","artificial",6.16666666666667
"1056","909530","Scam","Pre","real",6.16666666666667
"1057","910668","Neutral","Post","artificial",5.83333333333333
"1058","910668","Neutral","Post","real",5
"1059","910668","Neutral","Pre","artificial",4.83333333333333
"1060","910668","Neutral","Pre","real",5.66666666666667
"1061","910668","None","Post","artificial",7
"1062","910668","None","Post","real",5.5
"1063","910668","None","Pre","artificial",7.16666666666667
"1064","910668","None","Pre","real",6.5
"1065","910668","Scam","Post","artificial",3.5
"1066","910668","Scam","Post","real",5
"1067","910668","Scam","Pre","artificial",4.5
"1068","910668","Scam","Pre","real",4.5
"1069","912499","Neutral","Post","artificial",3.66666666666667
"1070","912499","Neutral","Post","real",4.66666666666667
"1071","912499","Neutral","Pre","artificial",3.33333333333333
"1072","912499","Neutral","Pre","real",5.5
"1073","912499","None","Post","artificial",4.33333333333333
"1074","912499","None","Post","real",5.33333333333333
"1075","912499","None","Pre","artificial",4.33333333333333
"1076","912499","None","Pre","real",5.16666666666667
"1077","912499","Scam","Post","artificial",3
"1078","912499","Scam","Post","real",4.5
"1079","912499","Scam","Pre","artificial",2.66666666666667
"1080","912499","Scam","Pre","real",4.83333333333333
"1081","927764","Neutral","Post","artificial",8.66666666666667
"1082","927764","Neutral","Post","real",2.83333333333333
"1083","927764","Neutral","Pre","artificial",8.5
"1084","927764","Neutral","Pre","real",5
"1085","927764","None","Post","artificial",9
"1086","927764","None","Post","real",8
"1087","927764","None","Pre","artificial",8.66666666666667
"1088","927764","None","Pre","real",7.33333333333333
"1089","927764","Scam","Post","artificial",5.83333333333333
"1090","927764","Scam","Post","real",2.83333333333333
"1091","927764","Scam","Pre","artificial",7.83333333333333
"1092","927764","Scam","Pre","real",6.33333333333333
"1093","943767","Neutral","Post","artificial",1.66666666666667
"1094","943767","Neutral","Post","real",3.83333333333333
"1095","943767","Neutral","Pre","artificial",4.83333333333333
"1096","943767","Neutral","Pre","real",4.66666666666667
"1097","943767","None","Post","artificial",1.16666666666667
"1098","943767","None","Post","real",4.83333333333333
"1099","943767","None","Pre","artificial",4
"1100","943767","None","Pre","real",5.5
"1101","943767","Scam","Post","artificial",1.83333333333333
"1102","943767","Scam","Post","real",4.33333333333333
"1103","943767","Scam","Pre","artificial",3.33333333333333
"1104","943767","Scam","Pre","real",3.5
"1105","966235","Neutral","Post","artificial",3.66666666666667
"1106","966235","Neutral","Post","real",6
"1107","966235","Neutral","Pre","artificial",4.33333333333333
"1108","966235","Neutral","Pre","real",4
"1109","966235","None","Post","artificial",6.33333333333333
"1110","966235","None","Post","real",5.33333333333333
"1111","966235","None","Pre","artificial",6
"1112","966235","None","Pre","real",7
"1113","966235","Scam","Post","artificial",5.16666666666667
"1114","966235","Scam","Post","real",5
"1115","966235","Scam","Pre","artificial",5.33333333333333
"1116","966235","Scam","Pre","real",5.16666666666667
"1117","974601","Neutral","Post","artificial",3.33333333333333
"1118","974601","Neutral","Post","real",5.66666666666667
"1119","974601","Neutral","Pre","artificial",3.66666666666667
"1120","974601","Neutral","Pre","real",6.16666666666667
"1121","974601","None","Post","artificial",5.66666666666667
"1122","974601","None","Post","real",5.33333333333333
"1123","974601","None","Pre","artificial",6.16666666666667
"1124","974601","None","Pre","real",4.83333333333333
"1125","974601","Scam","Post","artificial",5.66666666666667
"1126","974601","Scam","Post","real",4.33333333333333
"1127","974601","Scam","Pre","artificial",4.5
"1128","974601","Scam","Pre","real",4
"1129","974705","Neutral","Post","artificial",6.16666666666667
"1130","974705","Neutral","Post","real",4.66666666666667
"1131","974705","Neutral","Pre","artificial",3.83333333333333
"1132","974705","Neutral","Pre","real",3.66666666666667
"1133","974705","None","Post","artificial",5.83333333333333
"1134","974705","None","Post","real",6.16666666666667
"1135","974705","None","Pre","artificial",5
"1136","974705","None","Pre","real",5.16666666666667
"1137","974705","Scam","Post","artificial",5
"1138","974705","Scam","Post","real",4.83333333333333
"1139","974705","Scam","Pre","artificial",4.5
"1140","974705","Scam","Pre","real",3.5
"1141","983001","Neutral","Post","artificial",2.33333333333333
"1142","983001","Neutral","Post","real",5
"1143","983001","Neutral","Pre","artificial",5.83333333333333
"1144","983001","Neutral","Pre","real",3.66666666666667
"1145","983001","None","Post","artificial",5.33333333333333
"1146","983001","None","Post","real",5.16666666666667
"1147","983001","None","Pre","artificial",5.83333333333333
"1148","983001","None","Pre","real",5.33333333333333
"1149","983001","Scam","Post","artificial",1.33333333333333
"1150","983001","Scam","Post","real",3
"1151","983001","Scam","Pre","artificial",6
"1152","983001","Scam","Pre","real",4
