"","participant","figure2","label2","textbox_comp_2.text","type","accurate","agegroup"
"542","912125","resources/real_fg_memory_images/orig24.jpg","Scam",6,"real",0,"Young"
"543","912125","resources/real_fg_memory_images/fg12.jpg","Neutral",7,"artificial",0,"Young"
"544","912125","resources/real_fg_memory_images/fg5.jpg","Scam",9,"artificial",1,"Young"
"545","912125","resources/real_fg_memory_images/fg2.jpg","Scam",9,"artificial",1,"Young"
"546","912125","resources/real_fg_memory_images/orig23.jpg","Scam",10,"real",1,"Young"
"547","912125","resources/real_fg_memory_images/orig27.jpg","Neutral",10,"real",1,"Young"
"548","912125","resources/real_fg_memory_images/fg7.jpg","Neutral",7,"artificial",1,"Young"
"549","912125","resources/real_fg_memory_images/fg9.jpg","Neutral",9,"artificial",0,"Young"
"550","912125","resources/real_fg_memory_images/orig29.jpg","Neutral",7,"real",1,"Young"
"551","912125","resources/real_fg_memory_images/orig28.jpg","Neutral",8,"real",1,"Young"
"552","920910","resources/real_fg_memory_images/fg1.jpg","Scam",8,"artificial",1,"Young"
"553","920910","resources/real_fg_memory_images/orig19.jpg","Scam",5,"real",1,"Young"
"554","920910","resources/real_fg_memory_images/orig21.jpg","Scam",5,"real",1,"Young"
"555","920910","resources/real_fg_memory_images/orig25.jpg","Neutral",6,"real",1,"Young"
"556","920910","resources/real_fg_memory_images/orig23.jpg","Scam",9,"real",0,"Young"
"557","920910","resources/real_fg_memory_images/fg5.jpg","Scam",10,"artificial",1,"Young"
"558","920910","resources/real_fg_memory_images/orig24.jpg","Scam",8,"real",0,"Young"
"559","920910","resources/real_fg_memory_images/orig20.jpg","Scam",5,"real",1,"Young"
"560","920910","resources/real_fg_memory_images/orig29.jpg","Neutral",10,"real",1,"Young"
"561","920910","resources/real_fg_memory_images/fg11.jpg","Neutral",8,"artificial",0,"Young"
"562","920910","resources/real_fg_memory_images/fg7.jpg","Neutral",9,"artificial",1,"Young"
"563","920910","resources/real_fg_memory_images/orig30.jpg","Neutral",8,"real",1,"Young"
"564","920910","resources/real_fg_memory_images/fg2.jpg","Scam",5,"artificial",1,"Young"
"565","920910","resources/real_fg_memory_images/fg8.jpg","Neutral",6,"artificial",0,"Young"
"566","920910","resources/real_fg_memory_images/fg9.jpg","Neutral",5,"artificial",1,"Young"
"567","920910","resources/real_fg_memory_images/orig28.jpg","Neutral",10,"real",1,"Young"
"568","920910","resources/real_fg_memory_images/orig22.jpg","Scam",5,"real",1,"Young"
"569","920910","resources/real_fg_memory_images/fg6.jpg","Scam",8,"artificial",0,"Young"
"570","920910","resources/real_fg_memory_images/orig27.jpg","Neutral",10,"real",1,"Young"
"571","920910","resources/real_fg_memory_images/fg4.jpg","Scam",10,"artificial",1,"Young"
"572","920910","resources/real_fg_memory_images/fg12.jpg","Neutral",10,"artificial",0,"Young"
"573","920910","resources/real_fg_memory_images/orig26.jpg","Neutral",10,"real",1,"Young"
"574","920910","resources/real_fg_memory_images/fg10.jpg","Neutral",6,"artificial",0,"Young"
"575","920910","resources/real_fg_memory_images/fg3.jpg","Scam",10,"artificial",1,"Young"
"576","023395","resources/real_fg_memory_images/fg28.jpg","Neutral",6,"artificial",1,"Young"
"577","023395","resources/real_fg_memory_images/orig3.jpg","Scam",10,"real",1,"Young"
"578","023395","resources/real_fg_memory_images/fg27.jpg","Neutral",4,"artificial",1,"Young"
"579","023395","resources/real_fg_memory_images/orig7.jpg","Neutral",4,"real",1,"Young"
"580","023395","resources/real_fg_memory_images/fg19.jpg","Scam",5,"artificial",1,"Young"
"581","023395","resources/real_fg_memory_images/fg30.jpg","Neutral",6,"artificial",1,"Young"
"582","023395","resources/real_fg_memory_images/orig4.jpg","Scam",9,"real",1,"Young"
"583","023395","resources/real_fg_memory_images/fg20.jpg","Scam",10,"artificial",1,"Young"
"584","023395","resources/real_fg_memory_images/orig9.jpg","Neutral",7,"real",1,"Young"
"585","023395","resources/real_fg_memory_images/orig11.jpg","Neutral",6,"real",1,"Young"
"586","023395","resources/real_fg_memory_images/orig2.jpg","Scam",10,"real",1,"Young"
"587","023395","resources/real_fg_memory_images/orig6.jpg","Scam",9,"real",1,"Young"
"588","023395","resources/real_fg_memory_images/orig5.jpg","Scam",10,"real",1,"Young"
"589","023395","resources/real_fg_memory_images/fg21.jpg","Scam",10,"artificial",1,"Young"
"590","023395","resources/real_fg_memory_images/fg25.jpg","Neutral",3,"artificial",1,"Young"
"591","023395","resources/real_fg_memory_images/orig1.jpg","Scam",7,"real",1,"Young"
"592","023395","resources/real_fg_memory_images/fg29.jpg","Neutral",6,"artificial",1,"Young"
"593","023395","resources/real_fg_memory_images/fg24.jpg","Scam",5,"artificial",1,"Young"
"594","023395","resources/real_fg_memory_images/orig12.jpg","Neutral",3,"real",0,"Young"
"595","023395","resources/real_fg_memory_images/fg22.jpg","Scam",9,"artificial",1,"Young"
"596","023395","resources/real_fg_memory_images/fg26.jpg","Neutral",4,"artificial",1,"Young"
"597","023395","resources/real_fg_memory_images/orig8.jpg","Neutral",10,"real",1,"Young"
"598","023395","resources/real_fg_memory_images/fg23.jpg","Scam",8,"artificial",1,"Young"
"599","023395","resources/real_fg_memory_images/orig10.jpg","Neutral",4,"real",1,"Young"
"600","050143","resources/real_fg_memory_images/orig2.jpg","Scam",10,"real",1,"Young"
"601","050143","resources/real_fg_memory_images/fg22.jpg","Scam",8,"artificial",1,"Young"
"602","050143","resources/real_fg_memory_images/orig5.jpg","Scam",10,"real",1,"Young"
"603","050143","resources/real_fg_memory_images/orig11.jpg","Neutral",10,"real",1,"Young"
"604","050143","resources/real_fg_memory_images/orig4.jpg","Scam",10,"real",1,"Young"
"605","050143","resources/real_fg_memory_images/orig3.jpg","Scam",6,"real",0,"Young"
"606","050143","resources/real_fg_memory_images/orig8.jpg","Neutral",10,"real",1,"Young"
"607","050143","resources/real_fg_memory_images/fg25.jpg","Neutral",5,"artificial",1,"Young"
"608","050143","resources/real_fg_memory_images/orig6.jpg","Scam",10,"real",1,"Young"
"609","050143","resources/real_fg_memory_images/fg26.jpg","Neutral",5,"artificial",1,"Young"
"610","050143","resources/real_fg_memory_images/orig12.jpg","Neutral",5,"real",1,"Young"
"611","050143","resources/real_fg_memory_images/fg27.jpg","Neutral",5,"artificial",1,"Young"
"612","050143","resources/real_fg_memory_images/orig1.jpg","Scam",10,"real",1,"Young"
"613","050143","resources/real_fg_memory_images/orig9.jpg","Neutral",5,"real",1,"Young"
"614","050143","resources/real_fg_memory_images/fg20.jpg","Scam",7,"artificial",1,"Young"
"615","050143","resources/real_fg_memory_images/fg24.jpg","Scam",10,"artificial",1,"Young"
"616","050143","resources/real_fg_memory_images/orig10.jpg","Neutral",6,"real",1,"Young"
"617","050143","resources/real_fg_memory_images/fg23.jpg","Scam",10,"artificial",1,"Young"
"618","050143","resources/real_fg_memory_images/orig7.jpg","Neutral",7,"real",1,"Young"
"619","050143","resources/real_fg_memory_images/fg21.jpg","Scam",7,"artificial",0,"Young"
"620","050143","resources/real_fg_memory_images/fg28.jpg","Neutral",9,"artificial",1,"Young"
"621","050143","resources/real_fg_memory_images/fg29.jpg","Neutral",9,"artificial",1,"Young"
"622","050143","resources/real_fg_memory_images/fg30.jpg","Neutral",5,"artificial",0,"Young"
"623","050143","resources/real_fg_memory_images/fg19.jpg","Scam",5,"artificial",0,"Young"
"624","185163","resources/real_fg_memory_images/orig5.jpg","Scam",5,"real",0,"Young"
"625","185163","resources/real_fg_memory_images/fg23.jpg","Scam",5,"artificial",0,"Young"
"626","185163","resources/real_fg_memory_images/fg19.jpg","Scam",0,"artificial",1,"Young"
"627","185163","resources/real_fg_memory_images/fg28.jpg","Neutral",6,"artificial",1,"Young"
"628","185163","resources/real_fg_memory_images/orig3.jpg","Scam",7,"real",0,"Young"
"629","185163","resources/real_fg_memory_images/orig6.jpg","Scam",6,"real",1,"Young"
"630","185163","resources/real_fg_memory_images/orig8.jpg","Neutral",3,"real",0,"Young"
"631","185163","resources/real_fg_memory_images/orig11.jpg","Neutral",7,"real",1,"Young"
"632","185163","resources/real_fg_memory_images/orig10.jpg","Neutral",5,"real",0,"Young"
"633","185163","resources/real_fg_memory_images/orig9.jpg","Neutral",4,"real",1,"Young"
"634","185163","resources/real_fg_memory_images/orig7.jpg","Neutral",5,"real",1,"Young"
"635","185163","resources/real_fg_memory_images/fg27.jpg","Neutral",4,"artificial",1,"Young"
"636","185163","resources/real_fg_memory_images/fg25.jpg","Neutral",3,"artificial",1,"Young"
"637","185163","resources/real_fg_memory_images/fg29.jpg","Neutral",3,"artificial",1,"Young"
"638","185163","resources/real_fg_memory_images/orig4.jpg","Scam",6,"real",1,"Young"
"639","185163","resources/real_fg_memory_images/fg24.jpg","Scam",3,"artificial",0,"Young"
"640","185163","resources/real_fg_memory_images/fg26.jpg","Neutral",2,"artificial",1,"Young"
"641","185163","resources/real_fg_memory_images/orig12.jpg","Neutral",2,"real",0,"Young"
"642","185163","resources/real_fg_memory_images/orig1.jpg","Scam",7,"real",1,"Young"
"643","185163","resources/real_fg_memory_images/fg30.jpg","Neutral",3,"artificial",1,"Young"
"644","185163","resources/real_fg_memory_images/fg20.jpg","Scam",4,"artificial",0,"Young"
"645","185163","resources/real_fg_memory_images/fg22.jpg","Scam",5,"artificial",1,"Young"
"646","185163","resources/real_fg_memory_images/orig2.jpg","Scam",7,"real",1,"Young"
"647","185163","resources/real_fg_memory_images/fg21.jpg","Scam",3,"artificial",0,"Young"
"648","411563","resources/real_fg_memory_images/orig2.jpg","Scam",7,"real",1,"Young"
"649","411563","resources/real_fg_memory_images/orig1.jpg","Scam",10,"real",1,"Young"
"650","411563","resources/real_fg_memory_images/orig12.jpg","Neutral",10,"real",0,"Young"
"651","411563","resources/real_fg_memory_images/orig7.jpg","Neutral",7,"real",1,"Young"
"652","411563","resources/real_fg_memory_images/fg28.jpg","Neutral",10,"artificial",1,"Young"
"653","411563","resources/real_fg_memory_images/orig4.jpg","Scam",9,"real",1,"Young"
"654","411563","resources/real_fg_memory_images/fg22.jpg","Scam",10,"artificial",1,"Young"
"655","411563","resources/real_fg_memory_images/orig9.jpg","Neutral",6,"real",1,"Young"
"656","411563","resources/real_fg_memory_images/fg27.jpg","Neutral",7,"artificial",1,"Young"
"657","411563","resources/real_fg_memory_images/fg30.jpg","Neutral",7,"artificial",1,"Young"
"658","411563","resources/real_fg_memory_images/orig5.jpg","Scam",8,"real",1,"Young"
"659","411563","resources/real_fg_memory_images/orig3.jpg","Scam",7,"real",1,"Young"
"660","411563","resources/real_fg_memory_images/orig10.jpg","Neutral",5,"real",1,"Young"
"661","411563","resources/real_fg_memory_images/fg26.jpg","Neutral",7,"artificial",1,"Young"
"662","411563","resources/real_fg_memory_images/fg25.jpg","Neutral",6,"artificial",1,"Young"
"663","411563","resources/real_fg_memory_images/fg29.jpg","Neutral",7,"artificial",1,"Young"
"664","411563","resources/real_fg_memory_images/fg23.jpg","Scam",5,"artificial",0,"Young"
"665","411563","resources/real_fg_memory_images/orig8.jpg","Neutral",2,"real",0,"Young"
"666","411563","resources/real_fg_memory_images/fg19.jpg","Scam",7,"artificial",0,"Young"
"667","411563","resources/real_fg_memory_images/orig6.jpg","Scam",5,"real",0,"Young"
"668","411563","resources/real_fg_memory_images/fg20.jpg","Scam",3,"artificial",0,"Young"
"669","411563","resources/real_fg_memory_images/fg24.jpg","Scam",4,"artificial",0,"Young"
"670","411563","resources/real_fg_memory_images/fg21.jpg","Scam",5,"artificial",1,"Young"
"671","411563","resources/real_fg_memory_images/orig11.jpg","Neutral",5,"real",1,"Young"
"672","450404","resources/real_fg_memory_images/orig7.jpg","Neutral",5,"real",0,"Young"
"673","450404","resources/real_fg_memory_images/orig8.jpg","Neutral",5,"real",1,"Young"
"674","450404","resources/real_fg_memory_images/fg27.jpg","Neutral",8,"artificial",0,"Young"
"675","450404","resources/real_fg_memory_images/fg22.jpg","Scam",5,"artificial",0,"Young"
"676","450404","resources/real_fg_memory_images/fg21.jpg","Scam",5,"artificial",1,"Young"
"677","450404","resources/real_fg_memory_images/fg25.jpg","Neutral",5,"artificial",1,"Young"
"678","450404","resources/real_fg_memory_images/orig5.jpg","Scam",5,"real",1,"Young"
"679","450404","resources/real_fg_memory_images/orig9.jpg","Neutral",5,"real",0,"Young"
"680","450404","resources/real_fg_memory_images/fg28.jpg","Neutral",5,"artificial",1,"Young"
"681","450404","resources/real_fg_memory_images/fg29.jpg","Neutral",5,"artificial",0,"Young"
"682","450404","resources/real_fg_memory_images/orig6.jpg","Scam",5,"real",1,"Young"
"683","450404","resources/real_fg_memory_images/orig11.jpg","Neutral",5,"real",1,"Young"
"684","450404","resources/real_fg_memory_images/fg24.jpg","Scam",5,"artificial",1,"Young"
"685","450404","resources/real_fg_memory_images/fg26.jpg","Neutral",5,"artificial",1,"Young"
"686","450404","resources/real_fg_memory_images/fg30.jpg","Neutral",5,"artificial",1,"Young"
"687","450404","resources/real_fg_memory_images/orig12.jpg","Neutral",6,"real",1,"Young"
"688","450404","resources/real_fg_memory_images/orig2.jpg","Scam",5,"real",1,"Young"
"689","450404","resources/real_fg_memory_images/orig10.jpg","Neutral",5,"real",1,"Young"
"690","450404","resources/real_fg_memory_images/fg20.jpg","Scam",5,"artificial",1,"Young"
"691","450404","resources/real_fg_memory_images/orig3.jpg","Scam",5,"real",1,"Young"
"692","450404","resources/real_fg_memory_images/orig1.jpg","Scam",8,"real",0,"Young"
"693","450404","resources/real_fg_memory_images/fg23.jpg","Scam",6,"artificial",0,"Young"
"694","450404","resources/real_fg_memory_images/orig4.jpg","Scam",6,"real",1,"Young"
"695","450404","resources/real_fg_memory_images/fg19.jpg","Scam",6,"artificial",1,"Young"
"696","466599","resources/real_fg_memory_images/fg23.jpg","Scam",5,"artificial",1,"Young"
"697","466599","resources/real_fg_memory_images/orig7.jpg","Neutral",8,"real",1,"Young"
"698","466599","resources/real_fg_memory_images/orig6.jpg","Scam",5,"real",1,"Young"
"699","466599","resources/real_fg_memory_images/orig5.jpg","Scam",5,"real",1,"Young"
"700","466599","resources/real_fg_memory_images/orig11.jpg","Neutral",9,"real",1,"Young"
"701","466599","resources/real_fg_memory_images/fg22.jpg","Scam",5,"artificial",1,"Young"
"702","466599","resources/real_fg_memory_images/fg25.jpg","Neutral",5,"artificial",0,"Young"
"703","466599","resources/real_fg_memory_images/fg26.jpg","Neutral",7,"artificial",1,"Young"
"704","466599","resources/real_fg_memory_images/fg30.jpg","Neutral",7,"artificial",1,"Young"
"705","466599","resources/real_fg_memory_images/orig3.jpg","Scam",8,"real",1,"Young"
"706","466599","resources/real_fg_memory_images/fg29.jpg","Neutral",8,"artificial",1,"Young"
"707","466599","resources/real_fg_memory_images/orig4.jpg","Scam",6,"real",1,"Young"
"708","466599","resources/real_fg_memory_images/fg21.jpg","Scam",6,"artificial",0,"Young"
"709","466599","resources/real_fg_memory_images/orig10.jpg","Neutral",9,"real",1,"Young"
"710","466599","resources/real_fg_memory_images/orig8.jpg","Neutral",10,"real",1,"Young"
"711","466599","resources/real_fg_memory_images/orig2.jpg","Scam",7,"real",0,"Young"
"712","466599","resources/real_fg_memory_images/fg24.jpg","Scam",5,"artificial",1,"Young"
"713","466599","resources/real_fg_memory_images/fg28.jpg","Neutral",5,"artificial",0,"Young"
"714","466599","resources/real_fg_memory_images/orig9.jpg","Neutral",5,"real",0,"Young"
"715","466599","resources/real_fg_memory_images/orig1.jpg","Scam",6,"real",0,"Young"
"716","466599","resources/real_fg_memory_images/fg27.jpg","Neutral",8,"artificial",1,"Young"
"717","466599","resources/real_fg_memory_images/orig12.jpg","Neutral",0,"real",0,"Young"
"718","466599","resources/real_fg_memory_images/fg19.jpg","Scam",5,"artificial",1,"Young"
"719","466599","resources/real_fg_memory_images/fg20.jpg","Scam",5,"artificial",1,"Young"
"720","473890","resources/real_fg_memory_images/orig12.jpg","Neutral",8,"real",0,"Young"
"721","473890","resources/real_fg_memory_images/fg29.jpg","Neutral",8,"artificial",0,"Young"
"722","473890","resources/real_fg_memory_images/fg26.jpg","Neutral",8,"artificial",1,"Young"
"723","473890","resources/real_fg_memory_images/orig10.jpg","Neutral",5,"real",1,"Young"
"724","473890","resources/real_fg_memory_images/fg19.jpg","Scam",4,"artificial",1,"Young"
"725","473890","resources/real_fg_memory_images/fg24.jpg","Scam",4,"artificial",1,"Young"
"726","473890","resources/real_fg_memory_images/fg30.jpg","Neutral",7,"artificial",1,"Young"
"727","473890","resources/real_fg_memory_images/orig6.jpg","Scam",6,"real",1,"Young"
"728","473890","resources/real_fg_memory_images/fg20.jpg","Scam",7,"artificial",0,"Young"
"729","473890","resources/real_fg_memory_images/orig3.jpg","Scam",8,"real",1,"Young"
"730","473890","resources/real_fg_memory_images/orig2.jpg","Scam",6,"real",0,"Young"
"731","473890","resources/real_fg_memory_images/orig11.jpg","Neutral",4,"real",1,"Young"
"732","473890","resources/real_fg_memory_images/orig5.jpg","Scam",9,"real",1,"Young"
"733","473890","resources/real_fg_memory_images/orig4.jpg","Scam",3,"real",0,"Young"
"734","473890","resources/real_fg_memory_images/fg25.jpg","Neutral",6,"artificial",1,"Young"
"735","473890","resources/real_fg_memory_images/fg28.jpg","Neutral",6,"artificial",1,"Young"
"736","473890","resources/real_fg_memory_images/fg23.jpg","Scam",6,"artificial",0,"Young"
"737","473890","resources/real_fg_memory_images/fg21.jpg","Scam",8,"artificial",0,"Young"
"738","473890","resources/real_fg_memory_images/fg22.jpg","Scam",8,"artificial",1,"Young"
"739","473890","resources/real_fg_memory_images/orig8.jpg","Neutral",9,"real",1,"Young"
"740","473890","resources/real_fg_memory_images/orig1.jpg","Scam",7,"real",1,"Young"
"741","473890","resources/real_fg_memory_images/orig9.jpg","Neutral",9,"real",0,"Young"
"742","473890","resources/real_fg_memory_images/orig7.jpg","Neutral",6,"real",1,"Young"
"743","473890","resources/real_fg_memory_images/fg27.jpg","Neutral",2,"artificial",0,"Young"
"744","475074","resources/real_fg_memory_images/orig11.jpg","Neutral",10,"real",1,"Young"
"745","475074","resources/real_fg_memory_images/orig3.jpg","Scam",5,"real",1,"Young"
"746","475074","resources/real_fg_memory_images/fg26.jpg","Neutral",10,"artificial",0,"Young"
"747","475074","resources/real_fg_memory_images/orig5.jpg","Scam",9,"real",0,"Young"
"748","475074","resources/real_fg_memory_images/fg30.jpg","Neutral",10,"artificial",0,"Young"
"749","475074","resources/real_fg_memory_images/orig12.jpg","Neutral",5,"real",1,"Young"
"750","475074","resources/real_fg_memory_images/orig1.jpg","Scam",10,"real",1,"Young"
"751","475074","resources/real_fg_memory_images/fg23.jpg","Scam",10,"artificial",1,"Young"
"752","475074","resources/real_fg_memory_images/fg22.jpg","Scam",10,"artificial",1,"Young"
"753","475074","resources/real_fg_memory_images/fg29.jpg","Neutral",4,"artificial",1,"Young"
"754","475074","resources/real_fg_memory_images/fg25.jpg","Neutral",10,"artificial",0,"Young"
"755","475074","resources/real_fg_memory_images/orig8.jpg","Neutral",9,"real",1,"Young"
"756","475074","resources/real_fg_memory_images/fg27.jpg","Neutral",7,"artificial",0,"Young"
"757","475074","resources/real_fg_memory_images/orig10.jpg","Neutral",8,"real",0,"Young"
"758","475074","resources/real_fg_memory_images/orig2.jpg","Scam",9,"real",1,"Young"
"759","475074","resources/real_fg_memory_images/orig9.jpg","Neutral",8,"real",1,"Young"
"760","475074","resources/real_fg_memory_images/fg19.jpg","Scam",10,"artificial",1,"Young"
"761","475074","resources/real_fg_memory_images/fg24.jpg","Scam",10,"artificial",1,"Young"
"762","475074","resources/real_fg_memory_images/orig4.jpg","Scam",6,"real",1,"Young"
"763","475074","resources/real_fg_memory_images/orig7.jpg","Neutral",5,"real",1,"Young"
"764","475074","resources/real_fg_memory_images/fg28.jpg","Neutral",9,"artificial",0,"Young"
"765","475074","resources/real_fg_memory_images/fg21.jpg","Scam",10,"artificial",1,"Young"
"766","475074","resources/real_fg_memory_images/orig6.jpg","Scam",9,"real",0,"Young"
"767","475074","resources/real_fg_memory_images/fg20.jpg","Scam",8,"artificial",1,"Young"
"768","478150","resources/real_fg_memory_images/orig9.jpg","Neutral",6,"real",0,"Young"
"769","478150","resources/real_fg_memory_images/orig6.jpg","Scam",5,"real",0,"Young"
"770","478150","resources/real_fg_memory_images/fg21.jpg","Scam",5,"artificial",0,"Young"
"771","478150","resources/real_fg_memory_images/fg19.jpg","Scam",5,"artificial",1,"Young"
"772","478150","resources/real_fg_memory_images/orig10.jpg","Neutral",10,"real",1,"Young"
"773","478150","resources/real_fg_memory_images/fg25.jpg","Neutral",6,"artificial",0,"Young"
"774","478150","resources/real_fg_memory_images/fg29.jpg","Neutral",5,"artificial",0,"Young"
"775","478150","resources/real_fg_memory_images/orig7.jpg","Neutral",6,"real",0,"Young"
"776","478150","resources/real_fg_memory_images/fg28.jpg","Neutral",7,"artificial",1,"Young"
"777","478150","resources/real_fg_memory_images/fg23.jpg","Scam",8,"artificial",1,"Young"
"778","478150","resources/real_fg_memory_images/fg27.jpg","Neutral",5,"artificial",0,"Young"
"779","478150","resources/real_fg_memory_images/orig2.jpg","Scam",9,"real",1,"Young"
"780","478150","resources/real_fg_memory_images/orig4.jpg","Scam",9,"real",1,"Young"
"781","478150","resources/real_fg_memory_images/fg24.jpg","Scam",9,"artificial",1,"Young"
"782","478150","resources/real_fg_memory_images/fg30.jpg","Neutral",9,"artificial",1,"Young"
"783","478150","resources/real_fg_memory_images/fg20.jpg","Scam",10,"artificial",1,"Young"
"784","478150","resources/real_fg_memory_images/orig3.jpg","Scam",9,"real",0,"Young"
"785","478150","resources/real_fg_memory_images/fg22.jpg","Scam",7,"artificial",1,"Young"
"786","478150","resources/real_fg_memory_images/orig8.jpg","Neutral",10,"real",1,"Young"
"787","478150","resources/real_fg_memory_images/orig5.jpg","Scam",9,"real",1,"Young"
"788","478150","resources/real_fg_memory_images/orig12.jpg","Neutral",7,"real",1,"Young"
"789","478150","resources/real_fg_memory_images/orig1.jpg","Scam",8,"real",1,"Young"
"790","478150","resources/real_fg_memory_images/fg26.jpg","Neutral",8,"artificial",1,"Young"
"791","478150","resources/real_fg_memory_images/orig11.jpg","Neutral",7,"real",1,"Young"
"792","487325","resources/real_fg_memory_images/orig8.jpg","Neutral",9,"real",1,"Young"
"793","487325","resources/real_fg_memory_images/orig10.jpg","Neutral",10,"real",1,"Young"
"794","487325","resources/real_fg_memory_images/fg20.jpg","Scam",8,"artificial",1,"Young"
"795","487325","resources/real_fg_memory_images/orig12.jpg","Neutral",10,"real",1,"Young"
"796","487325","resources/real_fg_memory_images/fg21.jpg","Scam",6,"artificial",0,"Young"
"797","487325","resources/real_fg_memory_images/fg19.jpg","Scam",6,"artificial",0,"Young"
"798","487325","resources/real_fg_memory_images/orig1.jpg","Scam",9,"real",1,"Young"
"799","487325","resources/real_fg_memory_images/orig4.jpg","Scam",9,"real",1,"Young"
"800","487325","resources/real_fg_memory_images/fg24.jpg","Scam",7,"artificial",1,"Young"
"801","487325","resources/real_fg_memory_images/orig2.jpg","Scam",9,"real",1,"Young"
"802","487325","resources/real_fg_memory_images/fg23.jpg","Scam",5,"artificial",0,"Young"
"803","487325","resources/real_fg_memory_images/orig6.jpg","Scam",6,"real",0,"Young"
"804","487325","resources/real_fg_memory_images/orig5.jpg","Scam",8,"real",0,"Young"
"805","487325","resources/real_fg_memory_images/fg29.jpg","Neutral",5,"artificial",1,"Young"
"806","487325","resources/real_fg_memory_images/fg22.jpg","Scam",9,"artificial",1,"Young"
"807","487325","resources/real_fg_memory_images/orig7.jpg","Neutral",8,"real",1,"Young"
"808","487325","resources/real_fg_memory_images/fg26.jpg","Neutral",7,"artificial",1,"Young"
"809","487325","resources/real_fg_memory_images/orig9.jpg","Neutral",6,"real",1,"Young"
"810","487325","resources/real_fg_memory_images/orig11.jpg","Neutral",9,"real",1,"Young"
"811","487325","resources/real_fg_memory_images/fg25.jpg","Neutral",5,"artificial",0,"Young"
"812","487325","resources/real_fg_memory_images/fg28.jpg","Neutral",8,"artificial",1,"Young"
"813","487325","resources/real_fg_memory_images/fg27.jpg","Neutral",10,"artificial",1,"Young"
"814","487325","resources/real_fg_memory_images/fg30.jpg","Neutral",5,"artificial",0,"Young"
"815","487325","resources/real_fg_memory_images/orig3.jpg","Scam",10,"real",1,"Young"
"816","511","resources/real_fg_memory_images/orig11.jpg","Neutral",0,"real",1,"Young"
"817","511","resources/real_fg_memory_images/fg23.jpg","Scam",7,"artificial",1,"Young"
"818","511","resources/real_fg_memory_images/orig3.jpg","Scam",9,"real",1,"Young"
"819","511","resources/real_fg_memory_images/fg30.jpg","Neutral",5,"artificial",1,"Young"
"820","511","resources/real_fg_memory_images/fg22.jpg","Scam",9,"artificial",1,"Young"
"821","511","resources/real_fg_memory_images/fg21.jpg","Scam",1,"artificial",1,"Young"
"822","511","resources/real_fg_memory_images/fg25.jpg","Neutral",2,"artificial",0,"Young"
"823","511","resources/real_fg_memory_images/orig2.jpg","Scam",2,"real",1,"Young"
"824","511","resources/real_fg_memory_images/orig10.jpg","Neutral",5,"real",0,"Young"
"825","511","resources/real_fg_memory_images/fg29.jpg","Neutral",2,"artificial",0,"Young"
"826","511","resources/real_fg_memory_images/orig12.jpg","Neutral",2,"real",0,"Young"
"827","511","resources/real_fg_memory_images/orig6.jpg","Scam",3,"real",0,"Young"
"828","511","resources/real_fg_memory_images/orig1.jpg","Scam",1,"real",0,"Young"
"829","511","resources/real_fg_memory_images/fg27.jpg","Neutral",1,"artificial",0,"Young"
"830","511","resources/real_fg_memory_images/fg28.jpg","Neutral",10,"artificial",1,"Young"
"831","511","resources/real_fg_memory_images/fg24.jpg","Scam",2,"artificial",1,"Young"
"832","511","resources/real_fg_memory_images/orig8.jpg","Neutral",2,"real",0,"Young"
"833","511","resources/real_fg_memory_images/orig4.jpg","Scam",1,"real",1,"Young"
"834","511","resources/real_fg_memory_images/orig7.jpg","Neutral",1,"real",0,"Young"
"835","511","resources/real_fg_memory_images/fg20.jpg","Scam",1,"artificial",1,"Young"
"836","511","resources/real_fg_memory_images/orig9.jpg","Neutral",1,"real",0,"Young"
"837","511","resources/real_fg_memory_images/fg19.jpg","Scam",1,"artificial",1,"Young"
"838","511","resources/real_fg_memory_images/orig5.jpg","Scam",1,"real",1,"Young"
"839","511","resources/real_fg_memory_images/fg26.jpg","Neutral",2,"artificial",0,"Young"
"840","519824","resources/real_fg_memory_images/orig11.jpg","Neutral",5,"real",0,"Young"
"841","519824","resources/real_fg_memory_images/orig2.jpg","Scam",10,"real",0,"Young"
"842","519824","resources/real_fg_memory_images/orig5.jpg","Scam",5,"real",1,"Young"
"843","519824","resources/real_fg_memory_images/orig8.jpg","Neutral",5,"real",1,"Young"
"844","519824","resources/real_fg_memory_images/orig1.jpg","Scam",0,"real",0,"Young"
"845","519824","resources/real_fg_memory_images/orig10.jpg","Neutral",8,"real",0,"Young"
"846","519824","resources/real_fg_memory_images/orig4.jpg","Scam",7,"real",0,"Young"
"847","519824","resources/real_fg_memory_images/fg29.jpg","Neutral",7,"artificial",0,"Young"
"848","519824","resources/real_fg_memory_images/fg25.jpg","Neutral",9,"artificial",0,"Young"
"849","519824","resources/real_fg_memory_images/fg27.jpg","Neutral",8,"artificial",0,"Young"
"850","519824","resources/real_fg_memory_images/orig9.jpg","Neutral",0,"real",1,"Young"
"851","519824","resources/real_fg_memory_images/orig7.jpg","Neutral",7,"real",0,"Young"
"852","519824","resources/real_fg_memory_images/fg22.jpg","Scam",10,"artificial",1,"Young"
"853","519824","resources/real_fg_memory_images/fg20.jpg","Scam",5,"artificial",1,"Young"
"854","519824","resources/real_fg_memory_images/fg24.jpg","Scam",0,"artificial",0,"Young"
"855","519824","resources/real_fg_memory_images/fg23.jpg","Scam",5,"artificial",0,"Young"
